year,period,periodName,latest,value,item
2023,M02,February,NA,1.502,YOGURT (8 OUNCES)
2023,M01,January,NA,1.476,YOGURT (8 OUNCES)
2022,M12,December,NA,1.472,YOGURT (8 OUNCES)
2022,M11,November,NA,1.489,YOGURT (8 OUNCES)
2022,M10,October,NA,1.420,YOGURT (8 OUNCES)
2022,M09,September,NA,1.441,YOGURT (8 OUNCES)
2022,M08,August,NA,1.407,YOGURT (8 OUNCES)
2022,M07,July,NA,1.440,YOGURT (8 OUNCES)
2022,M06,June,NA,1.366,YOGURT (8 OUNCES)
2022,M05,May,NA,1.400,YOGURT (8 OUNCES)
2022,M04,April,NA,1.350,YOGURT (8 OUNCES)
2022,M03,March,NA,1.350,YOGURT (8 OUNCES)
2022,M02,February,NA,1.303,YOGURT (8 OUNCES)
2022,M01,January,NA,1.281,YOGURT (8 OUNCES)
2021,M12,December,NA,1.265,YOGURT (8 OUNCES)
2021,M11,November,NA,1.250,YOGURT (8 OUNCES)
2021,M10,October,NA,1.223,YOGURT (8 OUNCES)
2021,M09,September,NA,1.228,YOGURT (8 OUNCES)
2021,M08,August,NA,1.212,YOGURT (8 OUNCES)
2021,M07,July,NA,1.251,YOGURT (8 OUNCES)
2021,M06,June,NA,1.209,YOGURT (8 OUNCES)
2021,M05,May,NA,1.215,YOGURT (8 OUNCES)
2021,M04,April,NA,1.182,YOGURT (8 OUNCES)
2021,M03,March,NA,1.197,YOGURT (8 OUNCES)
2021,M02,February,NA,1.228,YOGURT (8 OUNCES)
2021,M01,January,NA,1.224,YOGURT (8 OUNCES)
2020,M12,December,NA,1.254,YOGURT (8 OUNCES)
2020,M11,November,NA,1.235,YOGURT (8 OUNCES)
2020,M10,October,NA,1.215,YOGURT (8 OUNCES)
2020,M09,September,NA,1.200,YOGURT (8 OUNCES)
2020,M08,August,NA,1.225,YOGURT (8 OUNCES)
2020,M07,July,NA,1.216,YOGURT (8 OUNCES)
2020,M06,June,NA,1.237,YOGURT (8 OUNCES)
2020,M05,May,NA,1.232,YOGURT (8 OUNCES)
2020,M04,April,NA,1.197,YOGURT (8 OUNCES)
2020,M03,March,NA,1.176,YOGURT (8 OUNCES)
2020,M02,February,NA,1.169,YOGURT (8 OUNCES)
2020,M01,January,NA,1.108,YOGURT (8 OUNCES)
2019,M12,December,NA,1.148,YOGURT (8 OUNCES)
2019,M11,November,NA,1.135,YOGURT (8 OUNCES)
2019,M10,October,NA,1.109,YOGURT (8 OUNCES)
2019,M09,September,NA,1.150,YOGURT (8 OUNCES)
2019,M08,August,NA,1.137,YOGURT (8 OUNCES)
2019,M07,July,NA,1.144,YOGURT (8 OUNCES)
2019,M06,June,NA,1.126,YOGURT (8 OUNCES)
2019,M05,May,NA,1.114,YOGURT (8 OUNCES)
2019,M04,April,NA,1.087,YOGURT (8 OUNCES)
2019,M03,March,NA,1.102,YOGURT (8 OUNCES)
2019,M02,February,NA,1.062,YOGURT (8 OUNCES)
2019,M01,January,NA,1.070,YOGURT (8 OUNCES)
2024,M09,September,true,1.936,TOMATOES
2024,M08,August,NA,1.996,TOMATOES
2024,M07,July,NA,1.945,TOMATOES
2024,M06,June,NA,1.843,TOMATOES
2024,M05,May,NA,1.859,TOMATOES
2024,M04,April,NA,1.962,TOMATOES
2024,M03,March,NA,2.044,TOMATOES
2024,M02,February,NA,2.132,TOMATOES
2024,M01,January,NA,2.146,TOMATOES
2023,M12,December,NA,1.995,TOMATOES
2023,M11,November,NA,1.942,TOMATOES
2023,M10,October,NA,1.865,TOMATOES
2023,M09,September,NA,1.844,TOMATOES
2023,M08,August,NA,1.877,TOMATOES
2023,M07,July,NA,1.896,TOMATOES
2023,M06,June,NA,1.911,TOMATOES
2023,M05,May,NA,1.798,TOMATOES
2023,M04,April,NA,1.874,TOMATOES
2023,M03,March,NA,1.932,TOMATOES
2023,M02,February,NA,1.990,TOMATOES
2023,M01,January,NA,2.110,TOMATOES
2022,M12,December,NA,2.228,TOMATOES
2022,M11,November,NA,2.107,TOMATOES
2022,M10,October,NA,1.974,TOMATOES
2022,M09,September,NA,1.901,TOMATOES
2022,M08,August,NA,1.890,TOMATOES
2022,M07,July,NA,1.842,TOMATOES
2022,M06,June,NA,1.842,TOMATOES
2022,M05,May,NA,1.819,TOMATOES
2022,M04,April,NA,1.794,TOMATOES
2022,M03,March,NA,1.827,TOMATOES
2022,M02,February,NA,1.826,TOMATOES
2022,M01,January,NA,1.892,TOMATOES
2021,M12,December,NA,1.906,TOMATOES
2021,M11,November,NA,1.924,TOMATOES
2021,M10,October,NA,1.892,TOMATOES
2021,M09,September,NA,1.828,TOMATOES
2021,M08,August,NA,1.858,TOMATOES
2021,M07,July,NA,1.827,TOMATOES
2021,M06,June,NA,1.830,TOMATOES
2021,M05,May,NA,1.804,TOMATOES
2021,M04,April,NA,1.786,TOMATOES
2021,M03,March,NA,1.768,TOMATOES
2021,M02,February,NA,1.838,TOMATOES
2021,M01,January,NA,1.928,TOMATOES
2020,M12,December,NA,1.893,TOMATOES
2020,M11,November,NA,1.935,TOMATOES
2020,M10,October,NA,1.911,TOMATOES
2020,M09,September,NA,1.847,TOMATOES
2020,M08,August,NA,1.874,TOMATOES
2020,M07,July,NA,1.977,TOMATOES
2020,M06,June,NA,1.922,TOMATOES
2020,M05,May,NA,1.851,TOMATOES
2020,M02,February,NA,2.197,TOMATOES
2020,M01,January,NA,2.221,TOMATOES
2019,M12,December,NA,1.954,TOMATOES
2019,M11,November,NA,1.903,TOMATOES
2019,M10,October,NA,1.779,TOMATOES
2019,M09,September,NA,1.911,TOMATOES
2019,M08,August,NA,1.864,TOMATOES
2019,M07,July,NA,1.799,TOMATOES
2019,M06,June,NA,1.812,TOMATOES
2019,M05,May,NA,1.823,TOMATOES
2019,M04,April,NA,1.947,TOMATOES
2019,M03,March,NA,2.079,TOMATOES
2019,M02,February,NA,2.068,TOMATOES
2019,M01,January,NA,2.227,TOMATOES
2024,M09,September,true,13.957,TABLE WINE
2024,M08,August,NA,13.958,TABLE WINE
2024,M07,July,NA,13.918,TABLE WINE
2024,M06,June,NA,13.876,TABLE WINE
2024,M05,May,NA,13.861,TABLE WINE
2024,M04,April,NA,13.662,TABLE WINE
2024,M03,March,NA,13.308,TABLE WINE
2024,M02,February,NA,13.391,TABLE WINE
2024,M01,January,NA,13.345,TABLE WINE
2023,M12,December,NA,13.319,TABLE WINE
2023,M11,November,NA,13.327,TABLE WINE
2023,M10,October,NA,13.509,TABLE WINE
2023,M09,September,NA,13.678,TABLE WINE
2023,M08,August,NA,13.629,TABLE WINE
2023,M07,July,NA,13.423,TABLE WINE
2023,M06,June,NA,13.345,TABLE WINE
2023,M05,May,NA,13.406,TABLE WINE
2023,M04,April,NA,13.302,TABLE WINE
2023,M03,March,NA,13.249,TABLE WINE
2023,M02,February,NA,13.213,TABLE WINE
2023,M01,January,NA,13.360,TABLE WINE
2022,M12,December,NA,13.658,TABLE WINE
2022,M11,November,NA,13.701,TABLE WINE
2022,M10,October,NA,13.624,TABLE WINE
2022,M09,September,NA,13.518,TABLE WINE
2022,M08,August,NA,13.422,TABLE WINE
2022,M07,July,NA,13.337,TABLE WINE
2022,M06,June,NA,13.200,TABLE WINE
2022,M05,May,NA,13.308,TABLE WINE
2022,M04,April,NA,13.589,TABLE WINE
2022,M03,March,NA,13.498,TABLE WINE
2022,M02,February,NA,13.488,TABLE WINE
2022,M01,January,NA,13.397,TABLE WINE
2021,M12,December,NA,13.194,TABLE WINE
2021,M11,November,NA,13.348,TABLE WINE
2021,M10,October,NA,12.941,TABLE WINE
2021,M09,September,NA,13.042,TABLE WINE
2021,M08,August,NA,12.926,TABLE WINE
2021,M07,July,NA,13.104,TABLE WINE
2021,M06,June,NA,13.257,TABLE WINE
2021,M05,May,NA,13.519,TABLE WINE
2021,M04,April,NA,13.629,TABLE WINE
2021,M03,March,NA,13.276,TABLE WINE
2021,M02,February,NA,13.115,TABLE WINE
2021,M01,January,NA,12.885,TABLE WINE
2020,M12,December,NA,12.861,TABLE WINE
2020,M11,November,NA,12.784,TABLE WINE
2020,M10,October,NA,12.535,TABLE WINE
2020,M09,September,NA,12.371,TABLE WINE
2020,M08,August,NA,12.409,TABLE WINE
2020,M07,July,NA,12.405,TABLE WINE
2020,M06,June,NA,12.176,TABLE WINE
2020,M05,May,NA,12.547,TABLE WINE
2020,M04,April,NA,12.294,TABLE WINE
2020,M03,March,NA,12.346,TABLE WINE
2020,M02,February,NA,12.233,TABLE WINE
2020,M01,January,NA,12.056,TABLE WINE
2019,M12,December,NA,12.044,TABLE WINE
2019,M11,November,NA,12.203,TABLE WINE
2019,M10,October,NA,12.119,TABLE WINE
2019,M09,September,NA,12.096,TABLE WINE
2019,M08,August,NA,12.148,TABLE WINE
2019,M07,July,NA,11.995,TABLE WINE
2019,M06,June,NA,11.952,TABLE WINE
2019,M05,May,NA,12.048,TABLE WINE
2019,M04,April,NA,11.875,TABLE WINE
2019,M03,March,NA,11.989,TABLE WINE
2019,M02,February,NA,12.196,TABLE WINE
2019,M01,January,NA,12.008,TABLE WINE
2024,M09,September,true,2.648,STRAWBERRIES (PINT)
2024,M08,August,NA,2.344,STRAWBERRIES (PINT)
2024,M07,July,NA,2.166,STRAWBERRIES (PINT)
2024,M06,June,NA,2.059,STRAWBERRIES (PINT)
2024,M05,May,NA,2.259,STRAWBERRIES (PINT)
2024,M04,April,NA,2.520,STRAWBERRIES (PINT)
2024,M03,March,NA,2.648,STRAWBERRIES (PINT)
2024,M02,February,NA,3.049,STRAWBERRIES (PINT)
2024,M01,January,NA,3.658,STRAWBERRIES (PINT)
2023,M12,December,NA,3.574,STRAWBERRIES (PINT)
2023,M11,November,NA,2.965,STRAWBERRIES (PINT)
2023,M10,October,NA,2.617,STRAWBERRIES (PINT)
2023,M09,September,NA,2.628,STRAWBERRIES (PINT)
2023,M08,August,NA,2.609,STRAWBERRIES (PINT)
2023,M07,July,NA,2.421,STRAWBERRIES (PINT)
2023,M06,June,NA,2.499,STRAWBERRIES (PINT)
2023,M05,May,NA,2.668,STRAWBERRIES (PINT)
2023,M04,April,NA,2.894,STRAWBERRIES (PINT)
2023,M03,March,NA,2.649,STRAWBERRIES (PINT)
2023,M02,February,NA,3.169,STRAWBERRIES (PINT)
2023,M01,January,NA,3.467,STRAWBERRIES (PINT)
2022,M12,December,NA,3.856,STRAWBERRIES (PINT)
2022,M11,November,NA,3.631,STRAWBERRIES (PINT)
2022,M10,October,NA,3.108,STRAWBERRIES (PINT)
2022,M09,September,NA,2.782,STRAWBERRIES (PINT)
2022,M08,August,NA,2.558,STRAWBERRIES (PINT)
2022,M07,July,NA,2.208,STRAWBERRIES (PINT)
2022,M06,June,NA,2.317,STRAWBERRIES (PINT)
2022,M05,May,NA,2.438,STRAWBERRIES (PINT)
2022,M04,April,NA,2.777,STRAWBERRIES (PINT)
2022,M03,March,NA,2.711,STRAWBERRIES (PINT)
2022,M02,February,NA,3.045,STRAWBERRIES (PINT)
2022,M01,January,NA,3.106,STRAWBERRIES (PINT)
2021,M11,November,NA,3.079,STRAWBERRIES (PINT)
2021,M10,October,NA,2.687,STRAWBERRIES (PINT)
2021,M09,September,NA,2.454,STRAWBERRIES (PINT)
2021,M08,August,NA,2.434,STRAWBERRIES (PINT)
2021,M07,July,NA,2.256,STRAWBERRIES (PINT)
2021,M06,June,NA,2.318,STRAWBERRIES (PINT)
2021,M05,May,NA,2.648,STRAWBERRIES (PINT)
2021,M04,April,NA,2.803,STRAWBERRIES (PINT)
2021,M03,March,NA,2.700,STRAWBERRIES (PINT)
2021,M02,February,NA,2.893,STRAWBERRIES (PINT)
2021,M01,January,NA,3.044,STRAWBERRIES (PINT)
2020,M12,December,NA,3.290,STRAWBERRIES (PINT)
2020,M11,November,NA,2.934,STRAWBERRIES (PINT)
2020,M10,October,NA,2.745,STRAWBERRIES (PINT)
2020,M09,September,NA,2.234,STRAWBERRIES (PINT)
2020,M08,August,NA,2.214,STRAWBERRIES (PINT)
2020,M07,July,NA,2.020,STRAWBERRIES (PINT)
2020,M06,June,NA,2.020,STRAWBERRIES (PINT)
2020,M05,May,NA,2.174,STRAWBERRIES (PINT)
2020,M03,March,NA,2.367,STRAWBERRIES (PINT)
2020,M02,February,NA,2.558,STRAWBERRIES (PINT)
2020,M01,January,NA,2.884,STRAWBERRIES (PINT)
2019,M12,December,NA,3.096,STRAWBERRIES (PINT)
2019,M11,November,NA,2.604,STRAWBERRIES (PINT)
2019,M10,October,NA,2.402,STRAWBERRIES (PINT)
2019,M09,September,NA,2.153,STRAWBERRIES (PINT)
2019,M08,August,NA,2.010,STRAWBERRIES (PINT)
2019,M07,July,NA,2.111,STRAWBERRIES (PINT)
2019,M06,June,NA,2.066,STRAWBERRIES (PINT)
2019,M05,May,NA,1.972,STRAWBERRIES (PINT)
2019,M04,April,NA,2.504,STRAWBERRIES (PINT)
2019,M03,March,NA,2.475,STRAWBERRIES (PINT)
2019,M02,February,NA,2.872,STRAWBERRIES (PINT)
2019,M01,January,NA,3.279,STRAWBERRIES (PINT)
2024,M09,September,true,1.078,RICE
2024,M08,August,NA,1.085,RICE
2024,M07,July,NA,1.039,RICE
2024,M06,June,NA,1.018,RICE
2024,M05,May,NA,1.002,RICE
2024,M04,April,NA,1.025,RICE
2024,M03,March,NA,1.014,RICE
2024,M02,February,NA,1.001,RICE
2024,M01,January,NA,1.000,RICE
2023,M12,December,NA,0.990,RICE
2023,M11,November,NA,0.992,RICE
2023,M10,October,NA,0.960,RICE
2023,M09,September,NA,0.981,RICE
2023,M08,August,NA,0.997,RICE
2023,M07,July,NA,1.006,RICE
2023,M06,June,NA,1.003,RICE
2023,M05,May,NA,0.997,RICE
2023,M04,April,NA,0.980,RICE
2023,M03,March,NA,0.982,RICE
2023,M02,February,NA,0.959,RICE
2023,M01,January,NA,0.970,RICE
2022,M12,December,NA,0.971,RICE
2022,M11,November,NA,0.963,RICE
2022,M10,October,NA,0.963,RICE
2022,M09,September,NA,0.939,RICE
2022,M08,August,NA,0.925,RICE
2022,M07,July,NA,0.929,RICE
2022,M06,June,NA,0.924,RICE
2022,M05,May,NA,0.909,RICE
2022,M04,April,NA,0.900,RICE
2022,M03,March,NA,0.871,RICE
2022,M02,February,NA,0.830,RICE
2022,M01,January,NA,0.832,RICE
2021,M12,December,NA,0.820,RICE
2021,M11,November,NA,0.844,RICE
2021,M10,October,NA,0.788,RICE
2021,M09,September,NA,0.798,RICE
2021,M08,August,NA,0.784,RICE
2021,M07,July,NA,0.782,RICE
2021,M06,June,NA,0.778,RICE
2021,M05,May,NA,0.801,RICE
2021,M04,April,NA,0.785,RICE
2021,M03,March,NA,0.772,RICE
2021,M02,February,NA,0.779,RICE
2021,M01,January,NA,0.794,RICE
2020,M12,December,NA,0.789,RICE
2020,M11,November,NA,0.791,RICE
2020,M10,October,NA,0.766,RICE
2020,M09,September,NA,0.777,RICE
2020,M08,August,NA,0.769,RICE
2020,M07,July,NA,0.772,RICE
2020,M06,June,NA,0.749,RICE
2020,M05,May,NA,0.748,RICE
2020,M03,March,NA,0.733,RICE
2020,M02,February,NA,0.734,RICE
2020,M01,January,NA,0.716,RICE
2019,M12,December,NA,0.714,RICE
2019,M11,November,NA,0.721,RICE
2019,M10,October,NA,0.773,RICE
2019,M09,September,NA,0.797,RICE
2019,M08,August,NA,0.793,RICE
2019,M07,July,NA,0.798,RICE
2019,M06,June,NA,0.801,RICE
2019,M05,May,NA,0.761,RICE
2019,M04,April,NA,0.767,RICE
2019,M03,March,NA,0.757,RICE
2019,M02,February,NA,0.762,RICE
2019,M01,January,NA,0.730,RICE
2024,M09,September,true,6.338,ICE CREAM (HALF GALLON)
2024,M08,August,NA,6.357,ICE CREAM (HALF GALLON)
2024,M07,July,NA,6.030,ICE CREAM (HALF GALLON)
2024,M06,June,NA,6.137,ICE CREAM (HALF GALLON)
2024,M05,May,NA,6.000,ICE CREAM (HALF GALLON)
2024,M04,April,NA,6.196,ICE CREAM (HALF GALLON)
2024,M03,March,NA,5.733,ICE CREAM (HALF GALLON)
2024,M02,February,NA,5.885,ICE CREAM (HALF GALLON)
2024,M01,January,NA,5.903,ICE CREAM (HALF GALLON)
2023,M12,December,NA,6.015,ICE CREAM (HALF GALLON)
2023,M11,November,NA,6.014,ICE CREAM (HALF GALLON)
2023,M10,October,NA,6.041,ICE CREAM (HALF GALLON)
2023,M09,September,NA,5.959,ICE CREAM (HALF GALLON)
2023,M08,August,NA,5.904,ICE CREAM (HALF GALLON)
2023,M07,July,NA,5.845,ICE CREAM (HALF GALLON)
2023,M06,June,NA,5.812,ICE CREAM (HALF GALLON)
2023,M05,May,NA,5.807,ICE CREAM (HALF GALLON)
2023,M04,April,NA,5.950,ICE CREAM (HALF GALLON)
2023,M03,March,NA,5.920,ICE CREAM (HALF GALLON)
2023,M02,February,NA,5.722,ICE CREAM (HALF GALLON)
2023,M01,January,NA,5.809,ICE CREAM (HALF GALLON)
2022,M12,December,NA,5.561,ICE CREAM (HALF GALLON)
2022,M11,November,NA,5.724,ICE CREAM (HALF GALLON)
2022,M10,October,NA,5.745,ICE CREAM (HALF GALLON)
2022,M09,September,NA,5.701,ICE CREAM (HALF GALLON)
2022,M08,August,NA,5.638,ICE CREAM (HALF GALLON)
2022,M07,July,NA,5.621,ICE CREAM (HALF GALLON)
2022,M06,June,NA,5.536,ICE CREAM (HALF GALLON)
2022,M05,May,NA,5.352,ICE CREAM (HALF GALLON)
2022,M04,April,NA,5.129,ICE CREAM (HALF GALLON)
2022,M03,March,NA,5.059,ICE CREAM (HALF GALLON)
2022,M02,February,NA,5.048,ICE CREAM (HALF GALLON)
2022,M01,January,NA,4.993,ICE CREAM (HALF GALLON)
2021,M12,December,NA,4.766,ICE CREAM (HALF GALLON)
2021,M11,November,NA,4.770,ICE CREAM (HALF GALLON)
2021,M10,October,NA,4.952,ICE CREAM (HALF GALLON)
2021,M09,September,NA,4.900,ICE CREAM (HALF GALLON)
2021,M08,August,NA,4.918,ICE CREAM (HALF GALLON)
2021,M07,July,NA,4.943,ICE CREAM (HALF GALLON)
2021,M06,June,NA,4.886,ICE CREAM (HALF GALLON)
2021,M05,May,NA,4.685,ICE CREAM (HALF GALLON)
2021,M04,April,NA,4.978,ICE CREAM (HALF GALLON)
2021,M03,March,NA,4.949,ICE CREAM (HALF GALLON)
2021,M02,February,NA,4.937,ICE CREAM (HALF GALLON)
2021,M01,January,NA,5.014,ICE CREAM (HALF GALLON)
2020,M12,December,NA,4.927,ICE CREAM (HALF GALLON)
2020,M11,November,NA,4.846,ICE CREAM (HALF GALLON)
2020,M10,October,NA,4.925,ICE CREAM (HALF GALLON)
2020,M09,September,NA,4.944,ICE CREAM (HALF GALLON)
2020,M08,August,NA,4.950,ICE CREAM (HALF GALLON)
2020,M07,July,NA,4.898,ICE CREAM (HALF GALLON)
2020,M06,June,NA,5.088,ICE CREAM (HALF GALLON)
2020,M05,May,NA,4.934,ICE CREAM (HALF GALLON)
2020,M04,April,NA,4.941,ICE CREAM (HALF GALLON)
2020,M03,March,NA,4.918,ICE CREAM (HALF GALLON)
2020,M02,February,NA,4.884,ICE CREAM (HALF GALLON)
2020,M01,January,NA,4.824,ICE CREAM (HALF GALLON)
2019,M12,December,NA,4.740,ICE CREAM (HALF GALLON)
2019,M11,November,NA,4.935,ICE CREAM (HALF GALLON)
2019,M10,October,NA,4.940,ICE CREAM (HALF GALLON)
2019,M09,September,NA,4.802,ICE CREAM (HALF GALLON)
2019,M08,August,NA,4.682,ICE CREAM (HALF GALLON)
2019,M07,July,NA,4.674,ICE CREAM (HALF GALLON)
2019,M06,June,NA,4.633,ICE CREAM (HALF GALLON)
2019,M05,May,NA,4.850,ICE CREAM (HALF GALLON)
2019,M04,April,NA,4.821,ICE CREAM (HALF GALLON)
2019,M03,March,NA,4.791,ICE CREAM (HALF GALLON)
2019,M02,February,NA,4.981,ICE CREAM (HALF GALLON)
2019,M01,January,NA,4.912,ICE CREAM (HALF GALLON)
2024,M09,September,true,5.004,BUTTER
2024,M08,August,NA,4.796,BUTTER
2024,M07,July,NA,4.897,BUTTER
2024,M06,June,NA,4.696,BUTTER
2024,M05,May,NA,4.589,BUTTER
2024,M04,April,NA,4.629,BUTTER
2024,M03,March,NA,4.484,BUTTER
2024,M02,February,NA,4.634,BUTTER
2024,M01,January,NA,4.659,BUTTER
2023,M12,December,NA,4.505,BUTTER
2023,M11,November,NA,4.520,BUTTER
2023,M10,October,NA,4.550,BUTTER
2023,M09,September,NA,4.407,BUTTER
2023,M08,August,NA,4.411,BUTTER
2023,M07,July,NA,4.465,BUTTER
2023,M06,June,NA,4.452,BUTTER
2023,M05,May,NA,4.549,BUTTER
2023,M04,April,NA,4.452,BUTTER
2023,M03,March,NA,4.663,BUTTER
2023,M02,February,NA,4.869,BUTTER
2023,M01,January,NA,4.882,BUTTER
2022,M12,December,NA,4.811,BUTTER
2022,M11,November,NA,4.639,BUTTER
2022,M10,October,NA,4.847,BUTTER
2022,M09,September,NA,4.718,BUTTER
2022,M08,August,NA,4.699,BUTTER
2022,M07,July,NA,4.552,BUTTER
2022,M06,June,NA,4.386,BUTTER
2022,M05,May,NA,4.285,BUTTER
2022,M04,April,NA,4.150,BUTTER
2022,M03,March,NA,4.076,BUTTER
2022,M02,February,NA,3.774,BUTTER
2022,M01,January,NA,3.672,BUTTER
2021,M12,December,NA,3.474,BUTTER
2021,M11,November,NA,3.477,BUTTER
2021,M10,October,NA,3.652,BUTTER
2021,M09,September,NA,3.568,BUTTER
2021,M08,August,NA,3.634,BUTTER
2021,M07,July,NA,3.599,BUTTER
2021,M06,June,NA,3.585,BUTTER
2021,M05,May,NA,3.561,BUTTER
2021,M04,April,NA,3.521,BUTTER
2021,M03,March,NA,3.643,BUTTER
2021,M02,February,NA,3.661,BUTTER
2021,M01,January,NA,3.644,BUTTER
2020,M12,December,NA,3.533,BUTTER
2020,M11,November,NA,3.325,BUTTER
2020,M10,October,NA,3.586,BUTTER
2020,M09,September,NA,3.570,BUTTER
2020,M08,August,NA,3.623,BUTTER
2020,M07,July,NA,3.572,BUTTER
2020,M06,June,NA,3.491,BUTTER
2020,M05,May,NA,3.535,BUTTER
2020,M04,April,NA,3.725,BUTTER
2020,M03,March,NA,3.857,BUTTER
2020,M02,February,NA,3.762,BUTTER
2020,M01,January,NA,3.864,BUTTER
2019,M12,December,NA,3.624,BUTTER
2019,M11,November,NA,3.713,BUTTER
2019,M10,October,NA,3.979,BUTTER
2019,M09,September,NA,3.954,BUTTER
2019,M08,August,NA,4.036,BUTTER
2019,M07,July,NA,3.977,BUTTER
2019,M06,June,NA,3.921,BUTTER
2019,M05,May,NA,4.111,BUTTER
2019,M04,April,NA,4.019,BUTTER
2019,M03,March,NA,4.261,BUTTER
2019,M02,February,NA,4.154,BUTTER
2019,M01,January,NA,4.055,BUTTER
2024,M09,September,true,1.431,SPAGHETTI AND MACARONI
2024,M08,August,NA,1.421,SPAGHETTI AND MACARONI
2024,M07,July,NA,1.432,SPAGHETTI AND MACARONI
2024,M06,June,NA,1.435,SPAGHETTI AND MACARONI
2024,M05,May,NA,1.377,SPAGHETTI AND MACARONI
2024,M04,April,NA,1.422,SPAGHETTI AND MACARONI
2024,M03,March,NA,1.420,SPAGHETTI AND MACARONI
2024,M02,February,NA,1.432,SPAGHETTI AND MACARONI
2024,M01,January,NA,1.425,SPAGHETTI AND MACARONI
2023,M12,December,NA,1.377,SPAGHETTI AND MACARONI
2023,M11,November,NA,1.369,SPAGHETTI AND MACARONI
2023,M10,October,NA,1.400,SPAGHETTI AND MACARONI
2023,M09,September,NA,1.410,SPAGHETTI AND MACARONI
2023,M08,August,NA,1.404,SPAGHETTI AND MACARONI
2023,M07,July,NA,1.420,SPAGHETTI AND MACARONI
2023,M06,June,NA,1.466,SPAGHETTI AND MACARONI
2023,M05,May,NA,1.458,SPAGHETTI AND MACARONI
2023,M04,April,NA,1.461,SPAGHETTI AND MACARONI
2023,M03,March,NA,1.465,SPAGHETTI AND MACARONI
2023,M02,February,NA,1.486,SPAGHETTI AND MACARONI
2023,M01,January,NA,1.475,SPAGHETTI AND MACARONI
2022,M12,December,NA,1.434,SPAGHETTI AND MACARONI
2022,M11,November,NA,1.428,SPAGHETTI AND MACARONI
2022,M10,October,NA,1.349,SPAGHETTI AND MACARONI
2022,M09,September,NA,1.357,SPAGHETTI AND MACARONI
2022,M08,August,NA,1.368,SPAGHETTI AND MACARONI
2022,M07,July,NA,1.349,SPAGHETTI AND MACARONI
2022,M06,June,NA,1.316,SPAGHETTI AND MACARONI
2022,M05,May,NA,1.291,SPAGHETTI AND MACARONI
2022,M04,April,NA,1.217,SPAGHETTI AND MACARONI
2022,M03,March,NA,1.182,SPAGHETTI AND MACARONI
2022,M02,February,NA,1.148,SPAGHETTI AND MACARONI
2022,M01,January,NA,1.116,SPAGHETTI AND MACARONI
2021,M12,December,NA,1.092,SPAGHETTI AND MACARONI
2021,M11,November,NA,1.093,SPAGHETTI AND MACARONI
2021,M10,October,NA,1.067,SPAGHETTI AND MACARONI
2021,M09,September,NA,1.077,SPAGHETTI AND MACARONI
2021,M08,August,NA,1.089,SPAGHETTI AND MACARONI
2021,M07,July,NA,1.094,SPAGHETTI AND MACARONI
2021,M06,June,NA,1.073,SPAGHETTI AND MACARONI
2021,M05,May,NA,1.336,SPAGHETTI AND MACARONI
2021,M04,April,NA,1.251,SPAGHETTI AND MACARONI
2021,M03,March,NA,1.341,SPAGHETTI AND MACARONI
2021,M02,February,NA,1.324,SPAGHETTI AND MACARONI
2021,M01,January,NA,1.314,SPAGHETTI AND MACARONI
2020,M12,December,NA,1.313,SPAGHETTI AND MACARONI
2020,M11,November,NA,1.262,SPAGHETTI AND MACARONI
2020,M10,October,NA,1.220,SPAGHETTI AND MACARONI
2020,M09,September,NA,1.256,SPAGHETTI AND MACARONI
2020,M08,August,NA,1.303,SPAGHETTI AND MACARONI
2020,M07,July,NA,1.295,SPAGHETTI AND MACARONI
2020,M06,June,NA,1.280,SPAGHETTI AND MACARONI
2020,M05,May,NA,1.260,SPAGHETTI AND MACARONI
2020,M04,April,NA,1.265,SPAGHETTI AND MACARONI
2020,M03,March,NA,1.238,SPAGHETTI AND MACARONI
2020,M02,February,NA,1.235,SPAGHETTI AND MACARONI
2020,M01,January,NA,1.225,SPAGHETTI AND MACARONI
2019,M12,December,NA,1.189,SPAGHETTI AND MACARONI
2019,M11,November,NA,1.231,SPAGHETTI AND MACARONI
2019,M10,October,NA,1.178,SPAGHETTI AND MACARONI
2019,M09,September,NA,1.184,SPAGHETTI AND MACARONI
2019,M08,August,NA,1.215,SPAGHETTI AND MACARONI
2019,M07,July,NA,1.198,SPAGHETTI AND MACARONI
2019,M06,June,NA,1.192,SPAGHETTI AND MACARONI
2019,M05,May,NA,1.197,SPAGHETTI AND MACARONI
2019,M04,April,NA,1.223,SPAGHETTI AND MACARONI
2019,M03,March,NA,1.237,SPAGHETTI AND MACARONI
2019,M02,February,NA,1.206,SPAGHETTI AND MACARONI
2019,M01,January,NA,1.217,SPAGHETTI AND MACARONI
2024,M09,September,true,1.007,SUGAR
2024,M08,August,NA,1.004,SUGAR
2024,M07,July,NA,1.004,SUGAR
2024,M06,June,NA,1.004,SUGAR
2024,M05,May,NA,1.001,SUGAR
2024,M04,April,NA,1.006,SUGAR
2024,M03,March,NA,0.984,SUGAR
2024,M02,February,NA,0.984,SUGAR
2024,M01,January,NA,0.975,SUGAR
2023,M12,December,NA,0.956,SUGAR
2023,M11,November,NA,0.958,SUGAR
2023,M10,October,NA,0.963,SUGAR
2023,M09,September,NA,0.971,SUGAR
2023,M08,August,NA,0.950,SUGAR
2023,M07,July,NA,0.932,SUGAR
