SizeRank,RegionName,StateName,2020,2021,2022,2023,2024,2025
3794,74464,OK,NA,NA,NA,NA,NA,1042
3795,82604,WY,NA,NA,NA,NA,NA,1303
3796,46218,IN,658,714,827,911,981,1102
3797,93401,CA,NA,NA,2432,2718,3063,3079
3798,55904,MN,1237,1231,1350,1499,1447,1553
3799,60005,IL,1401,1380,1577,1754,1778,1963
3801,68164,NE,NA,977,1090,1179,1183,1190
3802,70454,LA,NA,NA,NA,NA,1615,1728
3803,98338,WA,NA,NA,NA,NA,NA,2539
3804,85053,AZ,932,1067,1333,1293,1288,1321
3807,23518,VA,1149,1212,1423,1541,1629,1796
3808,32809,FL,NA,NA,NA,1598,1685,1730
3809,33054,FL,NA,NA,NA,NA,NA,2666
3809,18360,PA,NA,NA,NA,NA,NA,1642
3812,39209,MS,NA,NA,NA,NA,NA,1071
3813,98037,WA,NA,1652,1833,1922,1989,2068
3814,33919,FL,NA,NA,1652,1807,1769,1730
3817,08075,NJ,NA,NA,NA,NA,NA,2375
3818,55448,MN,NA,NA,NA,NA,NA,1660
3819,95966,CA,NA,NA,NA,NA,NA,1503
3820,02760,MA,NA,NA,NA,NA,1963,2240
3821,53140,WI,NA,NA,1033,1114,1251,1433
3821,55414,MN,1711,1742,1764,1794,1850,1923
3823,23503,VA,966,1054,1244,1373,1403,1513
3824,32127,FL,NA,NA,NA,1903,1990,2055
3825,15227,PA,NA,NA,NA,NA,1259,1369
3826,98531,WA,NA,NA,NA,NA,NA,1479
3827,20601,MD,NA,NA,1813,1789,1912,2064
3827,97008,OR,NA,1464,1578,1740,1750,1780
3830,07631,NJ,NA,NA,NA,2675,2938,2990
3831,20008,DC,1971,1842,1982,2065,2149,2246
3832,97003,OR,1544,1549,1859,1971,1984,2005
3833,98146,WA,NA,NA,NA,1683,1724,1826
3836,44125,OH,NA,NA,NA,1133,1248,1401
3838,48906,MI,NA,NA,NA,NA,940,1061
3838,29045,SC,NA,NA,NA,NA,1526,1422
3840,29707,SC,NA,1300,1473,NA,1616,1728
3841,70126,LA,NA,NA,NA,NA,1541,1595
3842,95134,CA,2882,2562,2855,3042,3038,3138
3843,76401,TX,NA,NA,NA,NA,1032,1142
3844,59404,MT,NA,NA,NA,NA,NA,1580
3845,27804,NC,NA,NA,NA,NA,NA,1401
3846,01906,MA,NA,NA,NA,NA,2627,3108
3847,55419,MN,NA,NA,NA,NA,NA,1710
3848,72404,AR,NA,NA,NA,NA,1332,1452
3849,48071,MI,1142,NA,1318,1383,1476,1553
3850,02072,MA,NA,NA,NA,2283,2364,2531
3850,73162,OK,1192,1280,1441,1557,1630,1714
3852,90041,CA,NA,NA,NA,2811,2825,2941
3853,92173,CA,NA,NA,NA,NA,NA,2724
3854,30088,GA,1057,1234,1464,1573,1557,1558
3855,46205,IN,928,1058,1153,1262,1316,1419
3856,58504,ND,NA,NA,NA,NA,1381,1445
3858,96150,CA,NA,2285,2319,2498,2592,2668
3859,89701,NV,NA,NA,NA,NA,1621,1698
3860,75901,TX,NA,NA,NA,NA,NA,621
3861,75110,TX,NA,NA,NA,1270,1241,1326
3862,63028,MO,NA,NA,NA,NA,NA,995
3863,06340,CT,NA,NA,NA,NA,1855,1971
3864,35173,AL,NA,NA,NA,NA,1731,1782
3866,17815,PA,NA,NA,NA,NA,892,1052
3867,18301,PA,NA,NA,NA,NA,NA,1815
3868,76903,TX,NA,NA,NA,NA,NA,1197
3870,60077,IL,NA,NA,1919,2200,2203,2334
3871,78363,TX,NA,NA,NA,NA,NA,1488
3872,61822,IL,NA,NA,NA,NA,1368,1421
3873,81212,CO,NA,NA,NA,NA,NA,1438
3875,06033,CT,NA,NA,NA,NA,2205,2308
3877,02115,MA,2910,2636,2959,3261,3462,3676
3878,35811,AL,NA,NA,NA,1338,1436,1476
3879,77380,TX,1353,1339,1503,1576,1584,1640
3880,11232,NY,NA,2302,2450,2836,2903,3066
3881,33771,FL,995,1076,1333,1556,1586,1641
3882,91316,CA,2531,2620,2906,3046,3169,3257
3883,33334,FL,1394,1480,1919,2119,2165,2178
3884,81004,CO,NA,NA,NA,1258,1271,1264
3885,89503,NV,1451,1574,1779,1849,1858,1945
3886,90713,CA,NA,NA,NA,NA,NA,3217
3888,98273,WA,NA,NA,NA,NA,1827,1940
3889,23703,VA,NA,NA,NA,NA,NA,1847
3890,94549,CA,2959,3057,3194,3285,3385,3376
3891,90302,CA,1877,1925,2045,2220,2328,2301
3892,13090,NY,NA,NA,NA,NA,NA,2299
3894,21209,MD,NA,NA,1494,1543,1511,1696
3895,84651,UT,NA,NA,NA,NA,1438,1620
3896,60015,IL,NA,NA,NA,NA,2310,2446
3897,32177,FL,NA,NA,NA,NA,NA,1305
3898,45429,OH,NA,NA,NA,NA,NA,1362
3900,22802,VA,NA,NA,NA,NA,1470,1649
3901,55128,MN,NA,NA,NA,NA,NA,1419
3902,53562,WI,NA,NA,NA,1527,1617,1687
3903,49418,MI,NA,NA,NA,NA,NA,2142
3904,87107,NM,753,832,939,1054,1125,1183
3905,46176,IN,NA,NA,NA,NA,NA,987
3907,98144,WA,1686,1580,1856,1910,1949,2023
3908,76712,TX,NA,NA,NA,NA,1905,1889
3909,02324,MA,NA,NA,NA,2240,2396,2440
3910,02119,MA,2678,2793,3032,3411,3776,4217
3911,01002,MA,NA,NA,NA,NA,2668,3022
3912,95032,CA,3274,3155,3263,3544,3536,3730
3913,32082,FL,1594,1690,2164,2248,2299,2265
3914,92008,CA,2024,2148,2564,2712,2911,3026
3917,80247,CO,1590,1554,1778,1881,1895,1876
3918,43220,OH,NA,1143,1262,1388,1433,1573
3921,32205,FL,1064,1108,1318,1449,1494,1519
3923,79932,TX,NA,NA,NA,1581,1656,1726
3924,95603,CA,NA,NA,1912,2062,2128,2133
3924,55118,MN,NA,NA,1250,1327,1389,1407
3926,76018,TX,NA,NA,1889,2044,2070,2200
3927,43537,OH,NA,NA,NA,NA,NA,1450
3928,01089,MA,NA,NA,NA,NA,NA,1650
3929,60605,IL,2141,1965,2207,2332,2327,2441
3930,70607,LA,NA,NA,1133,1041,1072,1083
3931,76240,TX,NA,NA,NA,NA,NA,1630
3932,20708,MD,NA,NA,1576,1548,1574,1650
3935,83814,ID,NA,NA,1595,1648,1657,1708
3936,10065,NY,3165,2687,3317,3612,3747,3910
3936,55129,MN,NA,1655,1804,1854,1923,2010
3938,06851,CT,1979,2117,2434,2523,2583,2775
3938,15146,PA,NA,NA,NA,1174,1304,1293
3940,55404,MN,1409,1411,1401,1463,1477,1495
3941,94903,CA,NA,2704,2922,2941,2950,3103
3942,32159,FL,NA,NA,NA,NA,1671,1750
3943,79605,TX,888,935,1030,1126,1152,1240
3944,64151,MO,NA,NA,1329,1410,1480,1555
3945,07201,NJ,NA,NA,NA,NA,NA,2361
3946,15221,PA,931,1006,1051,1142,1219,1319
3947,32757,FL,NA,NA,1604,1728,1861,1981
3949,74017,OK,NA,NA,NA,NA,1213,1345
3951,44128,OH,NA,NA,NA,NA,1137,1263
3951,10013,NY,4502,3853,4966,5247,5425,5666
3953,27012,NC,NA,NA,1578,1728,1814,1882
3954,20746,MD,1678,1787,1859,1970,2043,2120
3955,34606,FL,NA,NA,NA,1493,1587,1702
3956,89156,NV,NA,NA,1424,1465,1509,1556
3957,97062,OR,1390,1457,1707,1821,1755,1866
3958,15212,PA,961,942,1106,1190,1199,1269
3959,77327,TX,NA,NA,NA,NA,NA,1515
3960,34986,FL,NA,NA,NA,2154,2205,2239
3961,14228,NY,NA,NA,NA,1492,NA,1605
3962,50501,IA,NA,NA,NA,NA,NA,865
3964,33544,FL,1557,1658,2111,2207,2185,2232
3965,54952,WI,NA,NA,NA,NA,NA,1146
3965,48317,MI,NA,NA,NA,1218,1252,1347
3968,95117,CA,2682,2530,2688,2821,2854,3020
3971,43209,OH,NA,NA,NA,NA,NA,1598
3972,33144,FL,NA,NA,NA,2765,2870,3100
3972,29801,SC,NA,NA,NA,1080,1184,1260
3974,70791,LA,NA,NA,NA,NA,NA,1456
3975,94002,CA,2538,2321,2464,2547,2595,2717
3977,26101,WV,NA,NA,NA,NA,NA,1295
3978,18045,PA,NA,NA,NA,NA,NA,2289
3979,53217,WI,NA,NA,NA,NA,1652,1751
3980,03062,NH,NA,NA,NA,NA,2093,2176
3981,02118,MA,3397,2990,3540,3822,3980,4218
3984,78238,TX,901,902,1037,1049,1099,1025
3985,82601,WY,NA,NA,NA,NA,1014,1087
3986,33067,FL,NA,NA,NA,2444,2530,2541
3988,95815,CA,NA,NA,NA,1674,1770,1804
3989,93004,CA,NA,NA,2508,2537,2723,2816
3991,01854,MA,NA,NA,NA,NA,2138,2283
3992,06854,CT,1711,1755,1918,2153,2278,2420
3993,48101,MI,NA,NA,NA,NA,NA,1377
3994,83713,ID,NA,1392,1596,1651,1658,1740
3995,92081,CA,1771,1839,2274,2410,2500,2577
3996,06514,CT,NA,NA,NA,1609,1770,2027
3998,77039,TX,NA,NA,NA,NA,NA,1488
4001,49519,MI,NA,NA,NA,NA,1273,1369
4002,86409,AZ,NA,NA,NA,NA,NA,1383
4003,89512,NV,1001,1087,1215,1215,1300,1333
4004,43612,OH,NA,NA,792,857,919,978
4005,58554,ND,NA,NA,NA,NA,NA,908
4006,45459,OH,NA,NA,1474,1552,1622,1739
4008,33308,FL,1697,1779,2224,2497,2502,2590
4009,90039,CA,2419,2417,2663,2804,2899,2995
4010,44052,OH,NA,NA,NA,NA,975,1089
4011,61107,IL,NA,NA,NA,1184,1392,1421
4012,90710,CA,NA,NA,NA,NA,NA,2787
4013,31206,GA,NA,NA,NA,997,1083,1168
4014,33138,FL,1407,1493,2033,2217,2279,2370
4016,60189,IL,NA,NA,NA,NA,NA,2400
4017,62703,IL,NA,NA,NA,NA,1147,1182
4018,76033,TX,NA,NA,NA,NA,1363,1297
4019,98284,WA,NA,NA,NA,NA,NA,1800
4020,70131,LA,NA,NA,NA,NA,1491,1583
4021,02474,MA,1927,1941,2160,2380,2377,2523
4021,95472,CA,NA,NA,NA,NA,NA,2462
4024,27104,NC,NA,NA,NA,1426,1568,1600
4025,77833,TX,NA,NA,NA,NA,NA,1268
4026,48507,MI,NA,NA,NA,798,862,1015
4027,92262,CA,1613,1995,2413,2555,2535,2813
4027,23238,VA,NA,1401,1642,1671,1671,1766
4027,33764,FL,1359,1463,1823,1976,2031,2208
4030,35749,AL,NA,NA,NA,NA,1707,1780
4031,33510,FL,1368,1459,1804,1994,2010,2061
4032,98272,WA,NA,NA,NA,2386,2567,2736
4033,84115,UT,1103,1152,1355,1470,1472,1488
4035,27527,NC,1399,1488,1706,1759,1823,1899
4036,77316,TX,NA,NA,NA,1818,1929,1935
4038,43614,OH,NA,NA,NA,NA,NA,1149
4038,33441,FL,1483,1605,1965,2339,2424,2530
4040,61604,IL,NA,NA,NA,NA,1008,1058
4041,45417,OH,NA,NA,NA,NA,1005,1084
4042,83843,ID,NA,NA,NA,NA,1022,1044
4042,66213,KS,NA,NA,1413,1528,1556,1622
4044,11102,NY,2383,2219,2433,2731,2735,2815
4045,36067,AL,NA,NA,NA,NA,1486,1601
4046,89511,NV,NA,1434,1627,1666,1594,1724
4048,83705,ID,NA,NA,1416,1477,1476,1575
4049,02906,RI,1728,1800,1949,2203,2326,2374
4050,31204,GA,NA,NA,NA,NA,1078,1181
4051,98271,WA,NA,NA,1992,2106,2233,2264
4052,44129,OH,NA,NA,NA,1213,1279,1401
4053,95133,CA,NA,2518,2823,2943,2933,3117
4054,22150,VA,NA,NA,NA,NA,NA,2604
4055,24501,VA,NA,NA,NA,NA,1188,1232
4056,33185,FL,NA,NA,3051,3434,3557,3659
4058,24541,VA,NA,NA,NA,NA,NA,1442
4060,68506,NE,NA,NA,965,1036,1090,1094
4061,92120,CA,1976,2103,2460,2670,2756,2955
4062,10075,NY,2367,1986,2529,2766,2855,3015
4063,93901,CA,NA,NA,NA,2151,2189,2422
4064,16335,PA,NA,NA,NA,NA,NA,750
4065,84044,UT,NA,NA,NA,NA,NA,1730
4067,71901,AR,NA,NA,NA,NA,NA,1025
4068,60914,IL,NA,NA,NA,NA,NA,1350
4069,98382,WA,NA,NA,NA,NA,NA,2258
4071,46845,IN,NA,NA,NA,NA,NA,1799
4072,70501,LA,NA,NA,NA,955,974,1053
4073,45239,OH,NA,NA,NA,NA,1286,1336
4074,31763,GA,NA,NA,NA,NA,NA,1535
4075,24012,VA,NA,NA,NA,1223,1341,1469
4077,53213,WI,NA,1355,1418,1504,1595,1588
4077,69101,NE,NA,NA,816,868,928,975
4079,77598,TX,NA,NA,1460,1491,1543,1558
4080,64012,MO,1244,1328,1427,1562,1663,1774
4081,35803,AL,NA,NA,1413,1494,1646,1665
4082,85747,AZ,1356,1524,1796,1833,1918,1961
4084,92835,CA,NA,NA,NA,NA,NA,3858
4085,43119,OH,NA,NA,NA,NA,2134,2208
4086,28602,NC,NA,NA,NA,1298,1282,1333
4087,30310,GA,1159,1308,1526,1717,1875,1878
4088,77025,TX,1198,1180,1367,1400,1439,1453
4088,21133,MD,NA,NA,1383,1387,1409,1489
4088,49006,MI,NA,NA,1471,1574,1647,1807
4091,84094,UT,NA,NA,1878,1974,1922,1995
4091,46229,IN,1122,1281,1391,1501,1523,1661
4094,14606,NY,NA,NA,NA,1055,1121,1281
4095,02145,MA,2398,2341,2582,2845,3183,3120
4096,22312,VA,1718,1724,1864,1935,2093,2174
4099,48316,MI,NA,NA,NA,NA,NA,1799
4100,80919,CO,NA,1357,1537,1643,1657,1707
4102,82901,WY,NA,815,NA,1063,1062,1170
4104,06512,CT,NA,NA,1519,1609,1715,1796
4105,28086,NC,NA,NA,NA,NA,NA,1541
4106,94585,CA,NA,NA,2402,2459,2494,2606
4107,46804,IN,NA,NA,NA,NA,NA,1948
4107,92614,CA,2466,2437,3037,3050,3150,3244
4109,58501,ND,NA,NA,NA,NA,NA,1075
4111,94306,CA,2981,2753,2926,3162,3103,3188
4111,46825,IN,NA,NA,NA,1209,1259,1339
4113,13905,NY,NA,NA,820,1043,1176,1496
4114,33971,FL,NA,NA,NA,2056,2183,2124
4115,53208,WI,NA,NA,915,1005,1088,1140
4116,94704,CA,2625,2478,2756,2793,2938,3054
4117,89011,NV,1409,1537,1831,1822,1896,1937
4118,33625,FL,NA,NA,2145,2227,2368,2407
4119,33556,FL,NA,NA,1918,1912,1980,2079
4120,48602,MI,NA,NA,NA,NA,NA,850
4121,98516,WA,1420,1563,1813,1843,1913,1933
4122,13045,NY,NA,NA,NA,NA,NA,1885
4123,01923,MA,NA,NA,NA,2396,2463,2692
4124,70360,LA,NA,NA,NA,NA,NA,1443
4126,32832,FL,1617,1627,2127,2201,2184,2207
4128,17325,PA,NA,NA,NA,NA,NA,1025
4130,45230,OH,NA,NA,976,1068,1127,1245
4130,80129,CO,1761,1812,1974,2138,2205,2198
4132,30507,GA,NA,NA,NA,NA,NA,2067
4133,06604,CT,NA,NA,NA,1405,1660,1851
4136,77532,TX,NA,NA,NA,1748,1819,1947
4137,07108,NJ,NA,NA,NA,1827,2047,2257
4138,55422,MN,NA,1185,1257,1288,1364,1423
4139,48867,MI,NA,NA,NA,NA,NA,1000
4140,80303,CO,1853,1909,2058,2147,2377,2442
4141,98409,WA,1202,1276,1443,1529,1578,1625
4142,40502,KY,890,928,1042,1158,1269,1345
4143,54304,WI,NA,NA,NA,NA,NA,1614
4143,84104,UT,NA,NA,NA,NA,NA,1611
4145,53095,WI,NA,NA,NA,NA,NA,1098
4146,29303,SC,NA,NA,NA,NA,1192,1308
4147,13210,NY,NA,NA,NA,NA,1546,1556
4147,94607,CA,2803,2589,2701,2699,2699,2684
4149,66441,KS,809,847,883,939,980,1017
4149,98007,WA,1970,1889,2180,2269,2336,2438
4151,79601,TX,NA,NA,1024,1184,1228,1266
4153,16823,PA,NA,NA,NA,NA,NA,1288
4153,19406,PA,1713,1691,1928,1972,2012,2089
4155,32505,FL,NA,NA,NA,1268,1332,1321
4158,97214,OR,1488,1481,1599,1669,1677,1704
4159,94518,CA,2001,2065,2176,2267,2436,2394
4160,77018,TX,NA,NA,NA,2018,2100,2193
4161,52601,IA,NA,NA,NA,NA,NA,945
4163,55811,MN,NA,NA,NA,NA,NA,2097
4164,98685,WA,NA,NA,NA,2318,2394,2403
4165,88005,NM,NA,NA,NA,NA,896,1038
4166,48108,MI,NA,NA,NA,NA,NA,2308
4167,33406,FL,NA,NA,1928,2292,2455,2466
4168,98311,WA,NA,NA,NA,1998,2114,2199
4171,48315,MI,NA,NA,NA,NA,NA,2182
4172,33584,FL,NA,NA,1655,1909,1955,1962
4174,15217,PA,1480,1488,1617,1727,1762,1868
4174,62226,IL,NA,NA,917,966,1005,1119
4176,11701,NY,NA,NA,NA,NA,NA,2884
4177,84780,UT,NA,NA,1620,1743,1734,1837
4178,77356,TX,NA,NA,NA,1690,1789,1883
4179,07042,NJ,2099,2121,2292,2626,2715,2890
4180,78617,TX,NA,NA,NA,1806,1813,1689
4181,34112,FL,NA,NA,1929,2569,2755,2643
4182,99623,AK,NA,NA,NA,NA,NA,1650
4183,79106,TX,NA,NA,NA,1091,1110,1137
4184,62959,IL,NA,NA,NA,NA,1020,1106
4186,98072,WA,NA,NA,2243,2322,2373,2398
4186,98520,WA,NA,NA,NA,NA,NA,1257
4189,45056,OH,NA,NA,NA,NA,NA,2992
4191,78212,TX,1057,1115,1286,1319,1331,1410
4191,01830,MA,NA,NA,NA,2083,2215,2367
4194,76114,TX,1151,1274,1476,1570,1607,1622
4195,76049,TX,NA,NA,NA,1697,1708,1833
4196,85304,AZ,NA,NA,1670,1735,1797,1889
4197,33314,FL,1460,1571,1917,2201,2234,2370
4198,30071,GA,NA,NA,1590,1741,1833,1881
4199,49509,MI,NA,NA,NA,NA,NA,1875
4200,73703,OK,NA,NA,NA,1068,1117,1208
4203,06405,CT,NA,NA,NA,NA,NA,2175
4205,40503,KY,898,970,1116,1295,1333,1429
4206,40258,KY,NA,NA,NA,NA,1266,1354
4209,80023,CO,NA,1713,1923,2010,2051,2048
4210,07920,NJ,NA,NA,NA,NA,NA,3175
4211,70663,LA,NA,NA,NA,NA,NA,779
4212,35007,AL,NA,NA,NA,NA,1566,1691
4214,97321,OR,NA,NA,NA,NA,NA,2326
4215,90405,CA,2902,2816,3056,3248,3286,3398
4217,67207,KS,877,929,1030,1109,1168,1245
4218,70805,LA,NA,NA,NA,NA,NA,1049
4219,95363,CA,NA,NA,NA,NA,NA,2582
4220,60124,IL,NA,NA,NA,NA,NA,2326
4222,30224,GA,NA,NA,NA,NA,NA,1766
4223,88201,NM,NA,NA,NA,NA,NA,1308
4224,60621,IL,NA,NA,1067,1232,1344,1520
4225,90304,CA,NA,NA,NA,NA,NA,3117
4226,74006,OK,NA,NA,NA,NA,NA,1380
4228,89434,NV,1510,1634,1771,1825,1841,1976
4230,43223,OH,NA,NA,NA,1139,1270,1335
4232,02905,RI,NA,NA,1618,NA,1774,2044
4233,45244,OH,NA,NA,NA,NA,1498,1632
4234,91945,CA,NA,NA,NA,2626,2839,2948
4235,90038,CA,2499,2393,2570,2739,2771,2757
4236,91740,CA,NA,NA,NA,NA,NA,3094
4238,78757,TX,1583,1548,1849,1947,2071,1988
4239,79606,TX,1115,1215,1295,1365,1435,1512
4240,55123,MN,NA,NA,NA,1561,1601,1658
4242,53144,WI,NA,NA,NA,NA,NA,1787
4243,98335,WA,NA,NA,NA,2568,2693,2778
4245,32937,FL,NA,NA,1987,2180,2240,2235
4246,22102,VA,2120,2028,2195,2373,2443,2554
4248,49015,MI,NA,NA,NA,1013,1064,1134
4249,46545,IN,NA,NA,NA,NA,NA,1311
4249,66801,KS,NA,NA,NA,NA,NA,843
4251,27455,NC,NA,1334,1489,1617,1663,1742
4252,94402,CA,3073,2934,3061,3128,3233,3342
4254,48092,MI,NA,NA,NA,NA,NA,1612
4255,36832,AL,NA,NA,NA,NA,NA,1436
4256,95492,CA,NA,NA,NA,NA,NA,3461
4257,31525,GA,NA,NA,NA,1611,1684,1712
4258,78746,TX,1541,1527,1870,1918,1810,1762
4260,70123,LA,NA,NA,NA,1649,1746,1895
4261,37849,TN,NA,NA,NA,NA,NA,1969
4263,55105,MN,NA,1204,1294,1299,1342,1377
4264,33618,FL,NA,NA,1637,1745,1796,1885
4265,41018,KY,NA,NA,NA,1261,1295,1352
4266,44135,OH,NA,NA,NA,NA,1272,1405
4267,63118,MO,NA,NA,943,1050,1109,1155
4270,73127,OK,NA,NA,NA,945,982,1061
4271,02861,RI,NA,NA,NA,1493,1641,1759
4272,20121,VA,1719,1748,1948,2093,2217,2397
4273,33558,FL,NA,NA,1988,2073,2088,2162
4274,75503,TX,NA,NA,NA,NA,NA,1459
4275,70117,LA,1147,1211,1298,1408,1452,1499
4275,06880,CT,NA,NA,NA,2832,3109,3674
4277,29625,SC,NA,NA,NA,NA,1263,1296
4278,39056,MS,NA,NA,NA,NA,NA,1620
4279,10036,NY,3434,2804,3740,3958,4065,4158
4280,92868,CA,2210,2291,2699,2714,2895,3008
4281,90680,CA,NA,NA,NA,NA,NA,2626
4282,98665,WA,NA,NA,1877,1990,1982,2049
4283,96815,HI,2249,2217,2489,2615,2747,2838
4284,46628,IN,NA,NA,NA,NA,1167,1198
4285,93035,CA,2099,2355,2760,2874,3133,3424
4286,32605,FL,NA,1353,1721,1758,1826,1839
4287,92629,CA,2706,2861,3455,3602,3773,3873
4288,27577,NC,NA,NA,NA,NA,NA,1772
4289,80132,CO,NA,NA,1895,2064,2067,2082
4290,30329,GA,1447,1459,1789,1742,1667,1702
4291,48135,MI,NA,NA,NA,NA,NA,1700
4292,91010,CA,NA,NA,NA,NA,2802,2943
4293,33166,FL,NA,NA,2403,2738,2785,2857
4294,48150,MI,NA,NA,NA,NA,NA,2125
4295,33705,FL,1246,1441,1821,1998,2112,2269
4298,61614,IL,NA,NA,NA,NA,NA,1153
4298,97520,OR,NA,NA,NA,1591,1717,1856
4300,35801,AL,1020,1149,1345,1414,1450,1488
4301,91755,CA,NA,NA,NA,NA,2272,2543
4301,90017,CA,2670,2432,2745,2725,2568,2608
4301,97005,OR,1458,1482,1689,1830,1768,1837
4304,98373,WA,NA,NA,1713,1814,1831,1894
4304,28081,NC,NA,NA,NA,1469,1504,1541
4306,06704,CT,NA,NA,NA,NA,NA,1565
4307,32958,FL,NA,NA,NA,NA,NA,2317
4308,98011,WA,1730,1755,1954,2092,2104,2214
4309,75092,TX,NA,NA,NA,1305,1399,1313
4310,37138,TN,NA,NA,1867,2040,2069,2140
4313,64155,MO,NA,NA,1360,1501,1583,1700
4314,91030,CA,2092,2130,2299,2519,2606,2722
4315,48085,MI,NA,NA,NA,NA,NA,2700
4315,77022,TX,NA,NA,NA,NA,1349,1394
4317,40504,KY,NA,NA,1088,1209,1294,1382
4319,60091,IL,NA,NA,NA,NA,NA,3724
4320,32250,FL,1654,1776,2138,2281,2343,2340
4322,55426,MN,NA,1306,1398,1474,1498,1533
4323,48161,MI,NA,NA,NA,NA,NA,1083
4325,18901,PA,NA,NA,NA,NA,2323,2421
4326,98188,WA,NA,NA,1440,1495,1591,1727
4327,01843,MA,NA,NA,1917,2101,2173,2363
4328,34684,FL,NA,NA,1864,2058,2055,2156
4330,34747,FL,1569,1603,2006,2125,2096,2102
4331,98008,WA,2641,2803,3037,3212,3371,3521
4333,06074,CT,NA,NA,NA,NA,2116,2364
4333,77023,TX,NA,NA,1130,1192,1211,1296
4335,47933,IN,NA,NA,NA,NA,NA,842
4336,33755,FL,1196,1271,1679,1886,1957,2041
4337,33446,FL,NA,NA,NA,2528,2562,2620
4337,72019,AR,NA,NA,NA,NA,NA,1650
4339,27517,NC,NA,NA,1469,1519,1644,1667
4340,36605,AL,NA,NA,NA,NA,1066,1269
4341,45431,OH,NA,NA,NA,NA,NA,1610
4342,93704,CA,NA,NA,NA,1549,1574,1632
4343,23222,VA,NA,NA,1233,1363,1464,1570
4345,80234,CO,1395,1390,1587,1685,1690,1753
4346,06776,CT,NA,NA,NA,NA,NA,1983
4346,11542,NY,NA,NA,2745,2828,3130,3766
4348,73069,OK,919,960,1059,1133,1188,1283
4349,45042,OH,NA,NA,NA,NA,NA,1135
4350,08638,NJ,NA,NA,NA,NA,NA,2172
4353,43214,OH,NA,NA,1297,1372,1463,1470
4354,53403,WI,NA,NA,NA,NA,950,1078
4355,33781,FL,NA,NA,1498,1635,1625,1750
4356,80033,CO,1545,1556,1853,1860,1999,1971
4356,01824,MA,NA,NA,1920,2088,2196,2405
4358,33569,FL,1474,1638,1960,2139,2255,2361
4360,22202,VA,2256,1994,2317,2404,2563,2685
4362,91741,CA,NA,NA,NA,NA,NA,2624
4363,76209,TX,NA,NA,NA,1636,1725,1755
4364,29906,SC,NA,NA,NA,NA,NA,1975
4365,22401,VA,1332,1383,1592,1696,1809,1945
4366,73132,OK,NA,994,1150,1210,1207,1258
4367,01880,MA,NA,NA,NA,2427,2500,2675
4368,07675,NJ,NA,NA,NA,NA,NA,2816
4369,90035,CA,2933,2788,3093,3291,3298,3507
4370,17315,PA,NA,NA,NA,NA,NA,1395
4372,33563,FL,NA,1258,1532,1679,1778,1802
4373,19454,PA,NA,NA,NA,NA,1770,1869
4374,98107,WA,1933,1760,2041,2126,2158,2210
4375,19130,PA,1685,1600,1767,1804,1836,1904
4376,63755,MO,NA,NA,NA,NA,NA,922
4378,96753,HI,NA,NA,NA,3348,3374,3591
4379,80831,CO,NA,NA,NA,NA,NA,2715
4380,19802,DE,NA,NA,NA,NA,1487,1572
4382,80439,CO,NA,NA,2618,2845,2945,3277
4383,95776,CA,NA,NA,NA,2036,2269,2517
4384,53210,WI,NA,NA,821,865,907,1022
4385,20784,MD,NA,NA,NA,1428,1373,1497
4386,91103,CA,2633,2674,3021,3265,3325,3412
4387,91302,CA,3767,3813,4507,4589,4753,5120
4388,78727,TX,1345,1332,1667,1735,1702,1641
4390,98106,WA,1920,1756,1994,2202,2257,2471
4391,14304,NY,NA,NA,NA,NA,NA,1220
4393,31093,GA,NA,NA,NA,NA,1342,1417
4394,34287,FL,NA,NA,NA,2063,2056,2066
4394,20715,MD,NA,NA,NA,NA,NA,2570
4396,96813,HI,2030,2050,2230,2402,2406,2550
4397,66109,KS,NA,NA,NA,1407,1447,1606
4398,37205,TN,1508,1564,1825,2027,2049,2048
4399,48603,MI,NA,NA,NA,NA,NA,940
4400,02478,MA,NA,NA,2492,2607,2688,2854
4400,45240,OH,NA,NA,NA,NA,1643,1745
4400,91042,CA,NA,NA,NA,2234,2294,2360
4403,66044,KS,NA,1013,1156,1209,1333,1498
4404,71202,LA,NA,NA,NA,NA,NA,690
4404,30720,GA,NA,NA,NA,NA,NA,1850
4406,33331,FL,NA,NA,NA,3915,4176,4307
4407,74105,OK,1013,1110,1291,1369,1417,1487
4408,06114,CT,NA,NA,NA,NA,NA,1395
4410,07801,NJ,NA,NA,NA,NA,NA,2245
4411,45420,OH,NA,NA,NA,NA,1156,1251
4412,48336,MI,NA,NA,1192,NA,1312,1448
4413,70634,LA,NA,NA,NA,NA,NA,1198
4414,94506,CA,NA,NA,NA,4992,4855,5191
4415,85381,AZ,1176,1291,1623,1609,1615,1595
4417,90064,CA,3092,2960,3246,3414,3473,3487
4418,78737,TX,NA,NA,NA,NA,1858,1726
4420,68502,NE,682,708,793,848,910,961
4420,03054,NH,NA,NA,NA,NA,2356,2356
4422,92782,CA,2466,2448,3029,3066,3334,3340
4423,33703,FL,1386,1527,1981,2168,2307,2374
4425,75088,TX,1272,NA,1643,1698,1707,1761
4426,37934,TN,NA,NA,NA,NA,2381,2409
4427,21146,MD,NA,NA,NA,NA,NA,3172
4428,75180,TX,NA,NA,NA,NA,NA,1918
4429,02144,MA,2465,2228,2513,2744,3028,3042
