SizeRank,RegionName,StateName,2020,2021,2022,2023,2024,2025
6811,79765,TX,NA,NA,1486,1764,1883,1877
6812,45205,OH,NA,NA,NA,1146,1280,1375
6813,35406,AL,NA,NA,NA,NA,NA,1668
6814,45322,OH,NA,NA,NA,NA,NA,1738
6818,31401,GA,1302,1363,1571,1786,1892,1950
6819,85755,AZ,NA,NA,NA,NA,2048,2135
6823,35243,AL,NA,NA,1316,1404,1412,1490
6825,93268,CA,NA,NA,NA,NA,NA,1319
6830,19465,PA,NA,NA,NA,NA,NA,2500
6832,63135,MO,NA,NA,NA,1044,1136,1268
6836,44705,OH,NA,NA,NA,NA,NA,1068
6837,86403,AZ,NA,NA,NA,1486,1494,1562
6840,15147,PA,NA,NA,NA,NA,1273,1332
6841,32829,FL,1473,1531,1780,2003,2051,2067
6843,12508,NY,NA,NA,NA,2357,2638,2701
6844,33559,FL,NA,NA,NA,NA,2146,2160
6845,35214,AL,NA,976,1076,1111,1220,1314
6847,67206,KS,NA,NA,NA,NA,1043,1087
6848,19440,PA,NA,NA,NA,NA,NA,1781
6850,04102,ME,NA,NA,1800,1892,2081,2094
6851,14607,NY,972,1021,1084,1164,1226,1287
6860,99212,WA,NA,NA,NA,NA,NA,1564
6862,27408,NC,NA,1044,1236,1340,1333,1448
6864,86404,AZ,NA,NA,NA,NA,1947,1934
6867,97216,OR,NA,NA,1734,1794,1838,1876
6867,02476,MA,NA,NA,NA,NA,NA,2698
6871,67042,KS,NA,NA,NA,NA,NA,986
6874,97055,OR,NA,NA,NA,NA,NA,2201
6879,18109,PA,NA,NA,NA,NA,1646,1736
6882,37090,TN,NA,NA,NA,NA,1640,1678
6883,01570,MA,NA,NA,NA,NA,NA,1925
6884,64111,MO,1028,1060,1132,1192,1246,1284
6885,46250,IN,NA,NA,NA,NA,1324,1400
6886,32118,FL,1024,1100,1354,1554,1596,1667
6887,27282,NC,NA,NA,NA,NA,NA,2098
6889,29631,SC,NA,NA,NA,NA,NA,1297
6892,53716,WI,NA,NA,NA,NA,NA,1739
6894,37208,TN,1496,1469,1828,1922,1937,1988
6895,70053,LA,NA,NA,NA,NA,NA,1562
6896,15120,PA,NA,NA,1102,1220,1281,1359
6899,29204,SC,NA,NA,NA,1159,1260,1303
6901,34465,FL,NA,NA,NA,NA,NA,1650
6902,34420,FL,NA,NA,NA,NA,NA,1350
6903,02871,RI,NA,NA,NA,NA,NA,2375
6906,29306,SC,NA,NA,NA,1057,1148,1185
6910,93111,CA,NA,NA,NA,NA,NA,4215
6911,32934,FL,NA,NA,NA,NA,1935,2062
6911,30107,GA,NA,NA,NA,NA,NA,2283
6913,28716,NC,NA,NA,NA,NA,NA,2000
6914,29302,SC,NA,NA,NA,NA,1167,1217
6915,85128,AZ,NA,NA,NA,NA,NA,1644
6916,33777,FL,NA,NA,NA,1876,1881,2194
6920,18466,PA,NA,NA,NA,NA,NA,1983
6922,40228,KY,NA,NA,NA,NA,NA,1845
6923,91723,CA,NA,NA,NA,NA,2354,2438
6923,20724,MD,NA,NA,1840,1972,2089,2087
6928,33136,FL,NA,NA,2149,2433,2412,2537
6931,77013,TX,NA,NA,NA,NA,NA,887
6934,77707,TX,NA,NA,NA,NA,NA,1798
6935,82716,WY,NA,NA,NA,NA,NA,1164
6937,20012,DC,NA,NA,NA,2010,2024,2103
6940,17401,PA,NA,NA,NA,978,1011,1099
6941,19123,PA,1917,1896,2036,2075,2100,2125
6943,30179,GA,NA,NA,NA,NA,1674,1710
6945,80905,CO,1229,1325,1508,1626,1657,1669
6948,76015,TX,NA,NA,1474,1541,1586,1564
6949,32226,FL,NA,1711,2034,2091,2200,2280
6951,44092,OH,NA,NA,NA,NA,1016,1105
6953,31701,GA,NA,NA,NA,NA,NA,732
6955,48033,MI,NA,NA,NA,1284,1252,1383
6956,36542,AL,NA,NA,NA,NA,1328,1389
6958,97051,OR,NA,NA,NA,NA,NA,1662
6960,22151,VA,NA,NA,NA,NA,NA,3031
6961,76501,TX,NA,NA,NA,NA,1122,1413
6962,89403,NV,NA,NA,NA,NA,NA,1861
6962,32408,FL,NA,NA,NA,1613,1734,1803
6964,77447,TX,NA,NA,NA,NA,1894,1992
6964,08691,NJ,NA,NA,NA,NA,NA,2458
6968,44314,OH,NA,NA,NA,NA,1011,1114
6969,75249,TX,NA,NA,NA,NA,NA,2064
6973,77058,TX,1096,1152,1289,1315,1338,1390
6974,63104,MO,1018,1084,1178,1297,1384,1417
6974,68136,NE,NA,NA,NA,1639,1664,1702
6978,13203,NY,NA,NA,NA,NA,NA,1434
6980,48324,MI,NA,NA,NA,NA,NA,1569
6982,02723,MA,NA,NA,NA,NA,NA,1500
6987,01913,MA,NA,NA,NA,NA,NA,2606
6989,97850,OR,NA,NA,NA,NA,NA,1300
6990,02601,MA,NA,NA,NA,NA,NA,2707
6991,79403,TX,NA,NA,NA,NA,NA,1211
6994,85253,AZ,1413,1576,2103,2102,2144,2151
6995,19602,PA,NA,NA,NA,NA,NA,1125
6997,34223,FL,NA,NA,NA,NA,1899,2192
7000,07940,NJ,NA,NA,NA,NA,2755,2878
7000,92270,CA,NA,NA,NA,3399,4142,4580
7002,64127,MO,NA,NA,NA,NA,1162,1295
7002,74127,OK,NA,NA,NA,NA,1105,1159
7002,36305,AL,NA,NA,NA,NA,NA,1938
7007,94618,CA,NA,2494,2765,2877,2906,2917
7008,90245,CA,2605,2516,2726,2918,3002,3139
7009,92637,CA,NA,NA,NA,2746,2829,2896
7011,77619,TX,NA,NA,NA,NA,NA,1525
7011,06515,CT,NA,NA,NA,1617,1708,1822
7014,37204,TN,1443,1349,1682,1753,1711,1677
7014,88130,NM,NA,NA,NA,NA,919,945
7016,14611,NY,NA,NA,NA,NA,1364,1487
7017,45219,OH,1421,1518,1658,1855,2101,2251
7019,37909,TN,NA,NA,NA,NA,NA,1933
7023,63108,MO,1182,1262,1371,1477,1507,1567
7026,77011,TX,NA,NA,NA,1252,1340,1390
7027,74114,OK,NA,NA,1277,1340,1472,1499
7031,48304,MI,NA,NA,NA,NA,NA,2174
7033,99515,AK,NA,NA,NA,NA,2349,2349
7034,48912,MI,NA,NA,NA,1132,1139,1200
7035,77568,TX,NA,NA,1424,1528,1592,1762
7036,19015,PA,NA,NA,NA,NA,NA,1483
7039,68505,NE,NA,NA,NA,NA,NA,1510
7042,32413,FL,NA,NA,1621,1711,1667,1704
7045,43215,OH,1300,1274,1414,1461,1484,1536
7047,63105,MO,NA,NA,1659,1774,1886,1858
7048,76086,TX,NA,NA,1252,1410,1469,1506
7050,50312,IA,NA,NA,NA,1034,1062,1067
7054,80534,CO,NA,NA,NA,NA,1987,2030
7059,78382,TX,NA,NA,NA,NA,NA,1493
7061,30011,GA,NA,NA,NA,NA,2352,2444
7062,39553,MS,NA,NA,NA,NA,NA,1437
7063,62298,IL,NA,NA,NA,NA,NA,1425
7066,66202,KS,NA,1072,1202,1317,1426,1520
7067,74146,OK,NA,NA,NA,NA,1007,1031
7068,95448,CA,NA,NA,2583,3021,3290,3358
7069,66503,KS,1330,1362,1408,1495,1649,1665
7070,13206,NY,NA,NA,NA,NA,NA,1448
7072,97201,OR,1471,1387,1543,1609,1523,1590
7072,78374,TX,NA,NA,NA,NA,NA,1925
7074,31522,GA,NA,NA,NA,NA,2540,2818
7084,77640,TX,NA,NA,NA,NA,NA,1261
7085,85714,AZ,NA,NA,NA,NA,NA,1262
7086,53718,WI,1299,1323,1440,1536,1596,1685
7086,47904,IN,NA,NA,NA,NA,NA,986
7090,06706,CT,NA,NA,NA,NA,NA,1350
7092,58401,ND,NA,NA,NA,793,869,909
7093,07081,NJ,NA,NA,NA,NA,NA,2406
7094,48342,MI,NA,NA,NA,NA,NA,1308
7095,87113,NM,NA,1525,1740,1925,1944,2080
7096,02915,RI,NA,NA,NA,1642,1718,1905
7097,27409,NC,NA,NA,1119,1188,1263,1327
7099,34613,FL,NA,NA,NA,NA,NA,1877
7100,75751,TX,NA,NA,NA,NA,NA,1248
7101,02842,RI,NA,NA,NA,NA,NA,3067
7103,98136,WA,1864,1810,1943,2188,2278,2356
7104,40208,KY,830,862,930,1035,1107,1125
7105,33976,FL,NA,NA,NA,2100,2169,2175
7106,02351,MA,NA,NA,NA,NA,NA,2714
7109,80216,CO,1669,1653,1931,1936,1904,1851
7111,34108,FL,NA,NA,4875,5544,6116,6035
7113,07730,NJ,NA,NA,NA,NA,NA,2790
7120,34950,FL,NA,NA,NA,NA,NA,1749
7122,39531,MS,NA,NA,NA,NA,NA,1312
7123,02019,MA,NA,NA,NA,NA,2264,2485
7124,91381,CA,NA,NA,3023,2948,3130,3256
7126,77541,TX,NA,NA,NA,NA,NA,1612
7129,35757,AL,NA,NA,1466,1514,1533,1585
7130,57703,SD,NA,NA,NA,NA,NA,1308
7134,44241,OH,NA,NA,NA,NA,NA,1526
7135,32095,FL,NA,NA,NA,NA,2416,2414
7138,38108,TN,NA,NA,NA,NA,921,1024
7140,55403,MN,1359,1241,1342,1318,1309,1368
7142,29334,SC,NA,NA,NA,NA,1740,1817
7143,82072,WY,NA,NA,NA,NA,NA,1034
7145,20855,MD,NA,NA,NA,NA,NA,2844
7146,77059,TX,NA,NA,NA,NA,NA,2350
7148,85215,AZ,NA,NA,NA,1915,2013,2097
7148,35205,AL,851,943,NA,1037,1057,1066
7151,75402,TX,NA,NA,NA,NA,1322,1351
7152,64870,MO,NA,NA,NA,NA,NA,899
7153,33701,FL,1463,1538,1971,2170,2169,2278
7155,38804,MS,NA,NA,NA,NA,NA,1198
7160,80236,CO,NA,NA,NA,1974,2146,2169
7163,55438,MN,NA,NA,NA,NA,1707,1694
7163,34237,FL,NA,NA,NA,2062,2180,2228
7165,93013,CA,NA,NA,NA,NA,NA,4803
7167,33759,FL,NA,NA,1766,1833,1839,1958
7167,14613,NY,NA,NA,NA,NA,NA,1108
7170,20166,VA,NA,NA,2315,2536,2567,2770
7171,40212,KY,NA,NA,907,1013,1075,1211
7173,94019,CA,NA,NA,NA,NA,NA,3950
7176,98663,WA,NA,NA,1456,1592,1576,1673
7177,14222,NY,922,1018,1163,1214,1284,1342
7178,23226,VA,NA,1537,1865,1978,2053,2233
7181,46404,IN,NA,NA,NA,NA,NA,1328
7184,37179,TN,NA,NA,NA,NA,2083,2108
7187,33704,FL,1270,1314,1718,1872,1985,2073
7188,36081,AL,NA,NA,NA,NA,NA,1200
7190,81601,CO,NA,NA,NA,NA,NA,2721
7191,67002,KS,NA,NA,NA,NA,1670,1723
7192,12054,NY,NA,NA,NA,NA,NA,1734
7194,85250,AZ,1952,2051,2641,2723,2843,2855
7197,35763,AL,NA,NA,NA,NA,1657,1651
7198,15017,PA,NA,NA,NA,NA,1266,1291
7199,64116,MO,NA,NA,1115,1210,1291,1378
7214,30901,GA,NA,NA,1078,1055,1119,1171
7216,21210,MD,NA,NA,NA,1571,1686,1705
7218,34610,FL,NA,NA,NA,NA,NA,2079
7219,75236,TX,NA,NA,NA,NA,1715,1831
7220,10805,NY,NA,NA,NA,NA,NA,2156
7222,32206,FL,811,877,1031,1146,1218,1286
7223,48230,MI,NA,NA,NA,NA,NA,1560
7224,75201,TX,1948,1866,2132,2156,2165,2188
7228,78220,TX,NA,NA,NA,NA,NA,1223
7231,82414,WY,NA,NA,NA,NA,NA,1422
7234,33948,FL,NA,NA,NA,NA,NA,2036
7236,77656,TX,NA,NA,NA,NA,NA,1398
7237,76207,TX,NA,NA,1586,1703,1772,1662
7239,28539,NC,NA,NA,NA,1304,1411,1422
7240,50111,IA,NA,NA,NA,NA,NA,1741
7242,45202,OH,1420,1385,1496,1614,1657,1683
7243,98045,WA,NA,NA,NA,NA,NA,2828
7244,93110,CA,NA,NA,NA,NA,4809,5159
7246,11788,NY,NA,NA,NA,NA,2447,2997
7247,28374,NC,NA,NA,NA,NA,2165,2189
7249,12206,NY,NA,NA,NA,1348,1516,1624
7250,76118,TX,NA,NA,NA,NA,1591,1664
7251,20816,MD,NA,NA,NA,NA,2578,3101
7251,24015,VA,NA,NA,NA,1061,1153,1218
7254,13031,NY,NA,NA,NA,NA,NA,1425
7259,24014,VA,NA,NA,NA,NA,1311,1483
7261,01060,MA,NA,NA,NA,NA,NA,2245
7263,58203,ND,NA,1044,1072,1149,1217,1293
7266,94702,CA,2578,2441,2805,2745,2876,2796
7269,46228,IN,NA,NA,NA,NA,NA,1588
7273,99218,WA,NA,NA,NA,NA,NA,1914
7276,35213,AL,NA,NA,NA,NA,1558,1601
7279,77098,TX,1529,1395,1596,1666,1678,1698
7279,32401,FL,NA,NA,NA,1445,1552,1531
7281,40203,KY,713,760,798,874,955,1014
7282,35120,AL,NA,NA,NA,NA,NA,1618
7290,33498,FL,NA,NA,NA,NA,NA,4388
7291,33773,FL,NA,NA,2118,2275,2319,2624
7297,46013,IN,NA,NA,NA,NA,NA,1000
7298,64110,MO,NA,NA,1060,1187,1287,1383
7300,93728,CA,NA,NA,NA,1263,1381,1344
7310,19425,PA,NA,NA,NA,NA,NA,2957
7312,20866,MD,NA,NA,NA,NA,NA,2687
7313,30360,GA,NA,NA,NA,NA,1928,2026
7314,67214,KS,NA,NA,616,701,768,862
7316,75001,TX,1338,1318,1577,1609,1611,1598
7325,02451,MA,NA,NA,NA,2859,2982,3052
7328,33605,FL,1149,1227,1549,1727,1859,1937
7329,94041,CA,3874,3400,3667,3947,3783,4140
7331,03063,NH,NA,NA,NA,NA,NA,2099
7335,61603,IL,NA,NA,NA,NA,1106,1228
7340,98467,WA,NA,NA,NA,NA,2533,2675
7344,55306,MN,NA,NA,NA,1432,1528,1659
7345,34105,FL,NA,NA,2295,2793,2661,2537
7346,34951,FL,NA,NA,NA,NA,NA,2312
7346,22302,VA,1938,1908,2044,2137,2216,2325
7353,17745,PA,NA,NA,NA,NA,829,884
7355,31407,GA,NA,NA,1646,1737,1775,1767
7358,02090,MA,NA,NA,NA,NA,NA,3324
7359,56304,MN,NA,NA,NA,NA,1086,1164
7359,06519,CT,NA,NA,NA,1475,1748,1744
7363,15025,PA,NA,NA,NA,NA,NA,1255
7364,64082,MO,NA,NA,NA,NA,1485,1581
7369,94502,CA,NA,NA,NA,NA,NA,4424
7372,33066,FL,NA,NA,1688,1861,1950,1976
7377,90232,CA,2990,3036,3280,3409,3500,3762
7378,85658,AZ,NA,NA,NA,NA,NA,2538
7379,46064,IN,NA,NA,NA,NA,NA,1798
7380,35210,AL,NA,NA,NA,NA,1884,2044
7385,98233,WA,NA,NA,NA,NA,NA,2048
7385,80030,CO,NA,NA,NA,NA,NA,1699
7387,33760,FL,1042,1106,1512,1559,1544,1570
7389,28301,NC,NA,NA,NA,1184,1249,1314
7391,33154,FL,NA,NA,3292,3863,3847,4025
7395,99501,AK,1091,1135,1203,1322,1389,1462
7396,80125,CO,NA,NA,NA,NA,NA,2528
7398,32563,FL,NA,NA,NA,1912,1981,1998
7400,78642,TX,NA,NA,NA,2155,2202,2202
7401,23901,VA,NA,NA,NA,NA,NA,1225
7404,08033,NJ,NA,NA,1456,1749,1787,1947
7410,95742,CA,NA,NA,NA,2311,2385,2503
7414,91436,CA,NA,NA,NA,6972,7630,8150
7420,27244,NC,NA,NA,NA,NA,NA,675
7427,64080,MO,NA,NA,NA,NA,NA,1302
7429,40514,KY,NA,NA,NA,NA,NA,2171
7435,68108,NE,NA,NA,NA,925,1021,1080
7437,37763,TN,NA,NA,NA,NA,NA,1385
7440,46113,IN,NA,1352,1477,1604,1632,1842
7455,19703,DE,NA,NA,NA,NA,1512,1593
7462,33983,FL,NA,NA,1541,1767,1865,1940
7465,06415,CT,NA,NA,NA,NA,NA,1550
7466,34210,FL,1172,NA,1746,1858,1745,1855
7470,27504,NC,NA,NA,NA,NA,NA,1433
7480,55405,MN,1195,1196,1232,1291,1269,1381
7481,68508,NE,NA,619,684,733,785,797
7484,97381,OR,NA,NA,NA,NA,NA,1638
7486,19462,PA,NA,NA,NA,1981,1952,2044
7488,77713,TX,NA,NA,NA,NA,NA,1212
7491,30517,GA,NA,NA,NA,2270,2248,2388
7493,35206,AL,699,763,853,891,1057,1085
7494,77808,TX,NA,NA,NA,NA,NA,1550
7496,30273,GA,1102,1292,1489,1657,1685,1782
7497,07828,NJ,NA,NA,NA,NA,NA,2505
7497,64507,MO,NA,NA,NA,NA,NA,1250
7500,32963,FL,NA,NA,4799,4843,5808,6370
7505,85387,AZ,NA,NA,NA,NA,2248,2245
7509,33146,FL,1950,1991,2661,3006,3039,3173
7512,46807,IN,NA,NA,NA,787,896,947
7514,48201,MI,NA,NA,NA,NA,1355,1360
7515,75601,TX,NA,NA,NA,NA,1077,1171
7516,45410,OH,NA,NA,NA,932,977,1063
7517,33301,FL,2065,2134,2717,2865,2933,2912
7519,33149,FL,NA,NA,6741,6775,6910,7083
7523,37210,TN,1409,1353,1667,1719,1734,1727
7526,77423,TX,NA,NA,NA,NA,1691,1787
7527,21901,MD,NA,NA,NA,1613,1652,1764
7531,39204,MS,NA,NA,NA,NA,NA,992
7536,68504,NE,NA,NA,956,1034,1081,1139
7537,99701,AK,NA,NA,NA,NA,1763,1856
7542,16503,PA,NA,NA,NA,NA,NA,738
7546,49008,MI,NA,974,1084,1147,1207,1271
7546,40204,KY,940,991,1054,1149,1189,1282
7550,75156,TX,NA,NA,NA,NA,NA,1665
7551,28203,NC,1451,1436,1725,1866,1830,1829
7553,34685,FL,NA,NA,NA,NA,1870,2046
7555,19107,PA,1815,1605,1838,1900,1901,1979
7556,33716,FL,1253,1331,1669,1718,1682,1775
7558,06831,CT,NA,NA,NA,NA,NA,5758
7560,33412,FL,NA,NA,NA,NA,2988,3239
7562,21211,MD,1325,1434,1517,1669,1682,1815
7563,62249,IL,NA,NA,NA,NA,NA,1100
7564,36106,AL,NA,NA,1004,1048,1054,1112
7564,48362,MI,NA,NA,NA,NA,NA,1050
7567,36108,AL,NA,NA,NA,NA,NA,1011
7569,74106,OK,NA,NA,NA,1059,1176,1273
7570,94960,CA,NA,NA,NA,NA,NA,3320
7576,15009,PA,NA,NA,NA,NA,NA,1031
7578,33602,FL,1859,1931,2439,2584,2596,2714
7578,78404,TX,NA,NA,NA,NA,NA,1348
7581,80903,CO,1231,1239,1435,1486,1525,1548
7583,35208,AL,NA,NA,NA,NA,1066,1200
7584,28387,NC,NA,NA,NA,1581,1689,1753
7586,22553,VA,NA,NA,1595,1613,1538,1668
7589,94805,CA,NA,NA,NA,NA,NA,2438
7590,60403,IL,NA,NA,NA,NA,1387,1446
7590,62208,IL,NA,NA,NA,NA,NA,1210
7594,10538,NY,NA,NA,NA,NA,NA,2988
7595,79412,TX,NA,NA,NA,NA,907,976
7600,16508,PA,NA,NA,NA,NA,NA,1495
7603,44706,OH,NA,NA,NA,NA,NA,972
7603,45067,OH,NA,NA,NA,NA,NA,1615
7605,38107,TN,NA,NA,NA,1184,1309,1336
7605,77531,TX,NA,NA,NA,779,815,802
7607,94612,CA,3114,2641,2852,2734,2574,2551
7608,92118,CA,3123,3308,3676,4255,4345,4900
7608,45419,OH,NA,NA,NA,NA,1063,1100
7612,79903,TX,NA,NA,NA,NA,1050,1180
7612,52807,IA,NA,NA,712,739,791,800
7616,33706,FL,1778,1981,2620,2967,2995,3013
7619,36619,AL,NA,NA,NA,NA,NA,1495
7620,80202,CO,1898,1752,2025,2052,2055,2011
7621,08904,NJ,NA,NA,NA,NA,NA,2147
7623,30354,GA,NA,NA,1374,1658,1682,1747
7628,80018,CO,NA,NA,NA,2422,2623,2764
7629,15219,PA,NA,1358,1525,1579,1530,1671
7630,77002,TX,1679,1613,1796,1769,1743,1785
7631,33896,FL,1466,1520,1939,2034,1926,1957
7633,45220,OH,NA,NA,978,1089,1168,1474
7634,55108,MN,NA,NA,1298,1372,1375,1417
7636,66207,KS,NA,1397,1540,1634,1792,1881
7639,19056,PA,NA,NA,NA,NA,NA,1770
7641,60429,IL,NA,NA,NA,NA,NA,2626
7642,20015,DC,2281,2175,2448,2488,2797,2772
7644,93636,CA,NA,NA,NA,NA,NA,2798
7645,50211,IA,NA,NA,NA,NA,NA,1168
7648,38112,TN,NA,NA,NA,962,1044,1126
7649,74110,OK,NA,NA,NA,NA,NA,1030
7653,60503,IL,NA,NA,NA,NA,NA,2525
7654,55107,MN,NA,NA,NA,NA,1440,1534
7656,32922,FL,NA,NA,NA,1369,1487,1561
7658,48202,MI,NA,NA,NA,1273,1415,1436
7658,34224,FL,NA,NA,NA,NA,NA,2067
7663,87544,NM,NA,NA,NA,NA,NA,2842
7664,33616,FL,1353,1458,1886,2040,2057,2239
7668,76164,TX,NA,NA,NA,NA,NA,1535
7668,48084,MI,NA,NA,1454,1428,1475,1574
7672,76707,TX,NA,NA,NA,NA,NA,1392
7674,02188,MA,NA,NA,NA,2105,2247,2289
7678,97232,OR,1518,1429,1599,1610,1597,1638
7681,15229,PA,NA,NA,NA,NA,NA,1537
7682,24201,VA,NA,NA,NA,NA,NA,1200
7683,34474,FL,1155,1318,1699,1638,1491,1548
7688,06070,CT,NA,NA,NA,NA,NA,2591
7688,52002,IA,NA,NA,NA,NA,NA,985
7691,32222,FL,NA,NA,1704,1786,1806,1876
7693,75203,TX,NA,NA,1579,1659,1612,1596
7695,48034,MI,NA,NA,NA,NA,NA,1336
7697,55374,MN,NA,NA,NA,NA,NA,1916
7699,55344,MN,NA,1475,1538,1659,1623,1670
7702,93950,CA,2254,2476,2633,2943,2942,3025
7702,32534,FL,NA,NA,1488,1543,1540,1611
7706,94542,CA,2375,2145,2299,2325,2373,2404
7712,48072,MI,NA,NA,NA,NA,NA,1867
7713,68124,NE,NA,NA,NA,1159,1211,1330
7715,21704,MD,NA,NA,NA,NA,2320,2319
7719,86005,AZ,NA,NA,NA,NA,2232,2477
7720,01510,MA,NA,NA,NA,NA,NA,2185
7722,36527,AL,NA,NA,NA,1588,1570,1569
7723,48030,MI,938,1049,1219,1220,1298,1419
7724,33469,FL,NA,NA,NA,3279,3381,3602
7725,32459,FL,1402,1515,2061,2009,2087,2067
7727,21205,MD,NA,NA,1166,1319,1397,1587
7728,44103,OH,NA,NA,NA,NA,NA,1025
7729,48206,MI,NA,NA,NA,NA,1178,1249
7729,78255,TX,NA,NA,NA,NA,1998,1892
7732,19096,PA,NA,NA,NA,2501,2661,2687
7735,80305,CO,2480,2561,2716,2891,3005,3320
7737,02481,MA,NA,NA,NA,NA,3277,3938
7737,89005,NV,NA,NA,NA,NA,NA,1675
7739,99517,AK,NA,NA,NA,1336,1380,1546
7740,75215,TX,NA,NA,1673,1817,1821,1888
7741,31220,GA,NA,NA,NA,NA,1239,1316
7745,99037,WA,NA,NA,1565,1658,1653,1674
7747,93402,CA,NA,NA,NA,NA,NA,2575
7748,46184,IN,NA,NA,NA,NA,NA,1735
7749,55413,MN,1478,1457,1546,1601,1624,1678
7750,68503,NE,NA,862,956,1047,1090,1143
7751,91502,CA,NA,NA,NA,2275,2343,2410
7753,68131,NE,898,944,1035,1122,1166,1250
7757,70518,LA,NA,NA,NA,NA,NA,1475
7758,33972,FL,NA,NA,NA,NA,NA,2186
7763,32931,FL,NA,NA,2179,2651,2597,2654
7763,72715,AR,NA,NA,NA,NA,NA,1833
7766,48225,MI,NA,NA,NA,1225,1284,1389
7768,21046,MD,NA,NA,1801,1837,1899,1979
7769,70811,LA,NA,NA,NA,NA,NA,1350
7771,36571,AL,NA,NA,NA,NA,NA,1238
7773,81507,CO,NA,NA,NA,NA,NA,1750
7773,59840,MT,NA,NA,NA,NA,NA,1900
7779,72405,AR,NA,NA,NA,NA,NA,1606
7781,07670,NJ,NA,NA,NA,NA,NA,5000
7783,35816,AL,NA,NA,NA,952,983,1078
7787,33004,FL,NA,NA,NA,2139,2160,2266
7787,59937,MT,NA,NA,NA,NA,NA,2656
7789,21054,MD,NA,NA,2388,2494,2678,2583
7792,28557,NC,NA,NA,NA,NA,NA,1924
7792,30620,GA,NA,NA,NA,NA,NA,2349
7795,12182,NY,NA,NA,NA,NA,NA,1500
7795,22546,VA,NA,NA,NA,NA,NA,2238
7797,29369,SC,NA,NA,NA,NA,NA,1852
7800,89138,NV,NA,NA,2728,2704,2801,2900
7801,34292,FL,NA,NA,NA,NA,2858,2740
7802,46408,IN,NA,NA,NA,NA,NA,1286
7803,85650,AZ,NA,NA,NA,NA,NA,1662
7805,34947,FL,NA,NA,NA,NA,NA,1950
7807,78751,TX,1540,1428,1735,1847,1794,1754
7812,33035,FL,NA,NA,NA,2191,2209,2326
7813,63074,MO,NA,NA,NA,NA,1011,1186
7821,91208,CA,NA,NA,NA,NA,3030,3127
7825,60555,IL,NA,NA,NA,2058,2064,2227
7826,50311,IA,NA,NA,890,957,1069,1080
7828,02189,MA,NA,NA,NA,NA,NA,2308
7829,36054,AL,NA,NA,NA,NA,NA,1135
7833,73142,OK,NA,861,995,1032,1025,1062
7833,37188,TN,NA,NA,NA,NA,NA,2098
7838,75057,TX,NA,1301,1495,1494,1510,1507
7842,10606,NY,NA,2380,2625,2675,2822,2834
7843,33765,FL,NA,NA,1485,1615,1644,1698
7846,12801,NY,NA,NA,NA,NA,NA,1200
7847,97218,OR,NA,NA,NA,2020,2214,2158
7851,60457,IL,NA,NA,NA,NA,NA,1600
7853,81003,CO,NA,NA,NA,1044,1123,1172
7866,07022,NJ,NA,NA,NA,NA,NA,2058
7867,94556,CA,NA,NA,NA,NA,NA,3399
7869,93723,CA,NA,NA,NA,NA,NA,2800
7871,87506,NM,NA,NA,NA,NA,NA,2800
7876,03303,NH,NA,NA,NA,NA,NA,2275
7878,23707,VA,NA,NA,NA,NA,1504,1659
7879,02339,MA,NA,NA,NA,NA,NA,2759
7880,14210,NY,NA,NA,NA,NA,NA,1250
7887,01907,MA,NA,NA,NA,NA,NA,2864
7888,03842,NH,NA,NA,NA,NA,NA,2750
7889,76301,TX,NA,NA,NA,NA,NA,914
7897,07446,NJ,NA,NA,NA,NA,NA,3000
7898,44301,OH,NA,NA,NA,NA,NA,1150
7902,45223,OH,NA,NA,NA,NA,NA,1244
7904,03064,NH,NA,NA,NA,NA,NA,2571
7907,77032,TX,NA,NA,NA,NA,1440,1603
7911,31415,GA,NA,NA,NA,NA,NA,1598
7912,03106,NH,NA,NA,NA,NA,NA,2096
7914,64117,MO,NA,NA,1262,1331,1389,1439
7916,89143,NV,NA,NA,1854,1956,1992,2075
7916,95066,CA,NA,NA,NA,NA,NA,3600
7918,68507,NE,NA,NA,NA,NA,1587,1659
7920,75209,TX,NA,NA,1902,2128,2368,2180
7921,44132,OH,NA,NA,NA,NA,NA,1432
7927,45426,OH,NA,NA,NA,NA,NA,1371
7931,43608,OH,NA,NA,NA,NA,NA,920
7933,06517,CT,NA,NA,NA,NA,NA,1795
7934,14619,NY,NA,NA,NA,1221,1335,1450
7934,34669,FL,NA,NA,NA,NA,NA,2248
7940,23663,VA,NA,NA,NA,NA,1450,1572
7941,97408,OR,NA,1536,1686,1850,1850,1990
7944,73118,OK,886,967,1063,1185,1277,1312
7946,29928,SC,NA,NA,NA,NA,NA,3538
7952,78248,TX,NA,NA,NA,1354,1307,1203
7953,25403,WV,NA,NA,NA,NA,NA,1712
7955,94705,CA,NA,NA,NA,2592,2627,2702
7956,38672,MS,NA,NA,NA,NA,2192,2378
7958,60601,IL,2227,1924,2333,2474,2493,2586
7961,23661,VA,NA,NA,NA,NA,NA,1484
7962,34235,FL,NA,NA,2327,2299,2283,2218
7963,75791,TX,NA,NA,NA,NA,1708,1715
7964,33812,FL,NA,NA,1539,1628,1740,1724
7965,02141,MA,2822,2470,2998,3284,3450,3442
7968,15214,PA,NA,NA,NA,NA,1188,1232
7970,37218,TN,NA,NA,NA,NA,NA,2041
7971,81521,CO,NA,NA,NA,NA,NA,1794
7976,78252,TX,NA,NA,1507,1633,1696,1742
