SizeRank,RegionName,StateName,2020,2021,2022,2023,2024,2025
1135,Stephens County,OK,NA,NA,NA,NA,NA,850
1139,Manassas City,VA,NA,NA,1799,1937,1985,2123
1141,Polk County,GA,NA,NA,NA,NA,NA,1250
1143,Douglas County,WA,NA,NA,NA,NA,NA,2187
1144,Ohio County,WV,NA,NA,NA,738,810,848
1145,Danville City,VA,NA,NA,NA,NA,NA,1204
1148,Sweetwater County,WY,NA,809,946,1052,1037,1133
1149,Saint John the Baptist Parish,LA,NA,NA,NA,NA,NA,1461
1154,Erath County,TX,NA,NA,NA,NA,1040,1154
1155,Prince George County,VA,NA,NA,NA,NA,NA,1657
1156,Pierce County,WI,NA,NA,NA,NA,NA,1362
1157,Summit County,UT,NA,NA,NA,3222,3344,3414
1166,Wharton County,TX,NA,NA,NA,NA,NA,1288
1167,Fayette County,TN,NA,NA,NA,1754,1924,2046
1168,Baxter County,AR,NA,NA,NA,NA,NA,1200
1171,Cooke County,TX,NA,NA,NA,NA,NA,1699
1172,McClain County,OK,NA,NA,NA,1554,1641,1664
1174,Benton County,MN,NA,NA,NA,NA,NA,NA
1175,Tioga County,PA,NA,NA,NA,NA,NA,1005
1178,Oconee County,GA,NA,NA,NA,NA,2106,2214
1180,Cheatham County,TN,NA,NA,NA,1779,1790,1818
1181,Shawano County,WI,NA,NA,NA,NA,NA,866
1185,Clatsop County,OR,NA,NA,NA,NA,1398,1458
1191,Orleans County,NY,NA,NA,NA,NA,NA,950
1195,Warren County,VA,NA,NA,NA,NA,NA,1835
1197,Pasquotank County,NC,NA,NA,NA,1282,1379,1500
1198,Marshall County,IA,NA,NA,NA,NA,NA,1038
1202,Mecosta County,MI,NA,NA,NA,NA,NA,1125
1203,Mower County,MN,NA,NA,NA,714,777,875
1213,Latah County,ID,NA,NA,NA,NA,951,982
1215,Fremont County,WY,NA,NA,NA,NA,NA,961
1223,Des Moines County,IA,NA,NA,NA,NA,NA,921
1224,Crawford County,KS,NA,NA,NA,NA,786,833
1226,Webster County,MO,NA,NA,NA,NA,NA,900
1235,Woodford County,IL,NA,NA,NA,NA,NA,1125
1237,Brown County,SD,NA,NA,NA,NA,NA,962
1238,Williams County,ND,NA,832,920,993,1219,1305
1246,Pontotoc County,OK,NA,NA,NA,838,871,938
1247,Brown County,TX,NA,NA,NA,NA,NA,1300
1249,Montgomery County,IN,NA,NA,NA,NA,NA,857
1253,Clinton County,PA,NA,NA,NA,NA,847,888
1257,Jasper County,IA,NA,NA,NA,NA,NA,728
1264,Oneida County,WI,NA,NA,NA,NA,NA,951
1270,Albany County,WY,NA,NA,946,1040,1079,1238
1272,Calloway County,KY,NA,NA,NA,NA,NA,1106
1274,Dodge County,NE,NA,NA,NA,NA,NA,1151
1278,Webster County,IA,NA,NA,NA,NA,NA,865
1284,Dyer County,TN,NA,NA,NA,NA,NA,711
1298,Sagadahoc County,ME,NA,NA,NA,NA,NA,2017
1299,Monroe County,IL,NA,NA,NA,NA,NA,1144
1300,Geary County,KS,806,843,879,935,974,1020
1302,Beauregard Parish,LA,NA,NA,NA,NA,NA,1026
1304,Matagorda County,TX,NA,NA,NA,NA,781,708
1315,Laclede County,MO,NA,NA,NA,NA,NA,738
1321,Washington County,TX,NA,NA,NA,NA,NA,1343
1322,Madison County,NE,NA,NA,NA,NA,NA,882
1325,Fannin County,TX,NA,NA,NA,NA,NA,1400
1331,Warren County,MO,NA,NA,NA,NA,NA,895
1336,Lincoln County,NE,NA,NA,801,854,915,958
1344,Howard County,TX,NA,NA,NA,NA,NA,1194
1350,Lee County,IL,NA,NA,NA,NA,NA,900
1352,Taos County,NM,NA,NA,NA,NA,NA,1975
1354,Brookings County,SD,NA,NA,NA,1027,1119,1216
1362,Wasatch County,UT,NA,NA,NA,NA,3663,3537
1365,Harvey County,KS,NA,NA,NA,NA,778,897
1366,Miami County,KS,NA,NA,NA,NA,NA,1895
1370,Pulaski County,VA,NA,NA,NA,NA,NA,1348
1384,Petersburg City,VA,854,889,1051,1095,1248,1291
1387,Pike County,AL,NA,NA,NA,NA,NA,1200
1388,Wakulla County,FL,NA,NA,NA,NA,NA,1658
1391,Gibson County,IN,NA,NA,NA,NA,NA,900
1392,Clinton County,IN,NA,NA,NA,NA,NA,948
1398,Morton County,ND,NA,NA,NA,NA,NA,908
1403,Lafayette County,MO,NA,NA,NA,NA,NA,1069
1406,Jefferson County,WA,NA,NA,NA,NA,NA,2433
1407,Lee County,GA,NA,NA,NA,NA,1503,1545
1412,Lyon County,KS,NA,NA,NA,NA,NA,843
1413,Henry County,TN,NA,NA,NA,NA,NA,925
1420,Montgomery County,KS,NA,NA,NA,NA,NA,875
1429,Polk County,MN,NA,NA,NA,NA,NA,629
1440,Summit County,CO,NA,NA,NA,NA,NA,3701
1444,Kleberg County,TX,NA,NA,NA,NA,NA,1488
1448,Freeborn County,MN,NA,NA,NA,NA,NA,1038
1449,Caroline County,VA,NA,NA,NA,NA,NA,2130
1460,Boyle County,KY,NA,NA,NA,NA,NA,1261
1461,Jefferson County,ID,NA,NA,NA,NA,NA,1465
1464,Mecklenburg County,VA,NA,NA,NA,NA,NA,1244
1466,Austin County,TX,NA,NA,NA,NA,NA,1600
1469,McPherson County,KS,NA,NA,NA,NA,NA,1086
1470,Powhatan County,VA,NA,NA,NA,NA,NA,1781
1475,Madison County,GA,NA,NA,NA,NA,NA,1400
1480,Park County,WY,NA,NA,NA,NA,NA,1489
1515,Cherokee County,NC,NA,NA,NA,NA,NA,1500
1517,Jasper County,SC,NA,NA,NA,NA,NA,1844
1521,Elmore County,ID,NA,NA,NA,NA,NA,1377
1529,Winchester City,VA,NA,NA,NA,1457,1556,1621
1531,Grant County,NM,NA,NA,NA,NA,NA,1062
1540,Fredericksburg City,VA,1339,1390,1597,1705,1817,1953
1569,Fluvanna County,VA,NA,NA,NA,NA,NA,2100
1579,Gillespie County,TX,NA,NA,NA,NA,NA,1996
1586,Wasco County,OR,NA,NA,NA,NA,NA,1425
1597,Union County,OR,NA,NA,NA,NA,NA,1362
1599,Dawson County,GA,NA,NA,NA,NA,2215,2161
1612,Brown County,MN,NA,NA,NA,NA,NA,1095
1630,Adair County,MO,NA,NA,NA,NA,719,765
1633,Salem City,VA,NA,NA,NA,NA,1409,1526
1671,Teller County,CO,NA,NA,NA,1847,1917,2042
1679,Crook County,OR,NA,NA,NA,NA,NA,1664
1679,Goochland County,VA,NA,NA,NA,NA,1755,1871
1687,Aransas County,TX,NA,NA,NA,NA,NA,1532
1690,Fairfax City,VA,1842,1830,2042,2163,2312,2444
1694,Blaine County,ID,NA,NA,NA,NA,NA,2836
1717,Teton County,WY,NA,NA,NA,NA,NA,6250
1734,Hopewell City,VA,NA,NA,NA,NA,1161,1252
1767,Waynesboro City,VA,NA,NA,NA,NA,NA,1351
1776,Prince Edward County,VA,NA,NA,NA,NA,NA,1225
1787,Gage County,NE,NA,NA,NA,NA,NA,1010
1788,Stutsman County,ND,NA,NA,NA,793,869,909
1802,Lampasas County,TX,NA,NA,NA,NA,NA,1650
1812,Llano County,TX,NA,NA,NA,NA,1475,1550
1843,Buchanan County,IA,NA,NA,NA,NA,NA,895
1880,Davison County,SD,NA,NA,NA,NA,NA,975
1911,Chaffee County,CO,NA,NA,NA,NA,NA,2530
1922,Roosevelt County,NM,NA,NA,NA,NA,919,945
1925,Los Alamos County,NM,NA,NA,NA,NA,NA,2850
1967,Montour County,PA,NA,NA,NA,NA,NA,1488
1970,Colonial Heights City,VA,NA,NA,NA,NA,NA,1563
2008,Pitkin County,CO,NA,NA,14462,19627,19735,22822
2011,Park County,CO,NA,NA,NA,NA,NA,2650
2038,Bristol City,VA,NA,NA,NA,NA,NA,1100
2074,Long County,GA,NA,NA,NA,NA,NA,1687
2088,Radford City,VA,NA,NA,NA,NA,NA,1075
2108,Jefferson County,IA,NA,NA,NA,NA,NA,935
2147,Williamsburg City,VA,NA,NA,NA,NA,NA,2046
2168,Manassas Park City,VA,1531,1586,1755,1804,1905,2121
2198,Falls Church City,VA,1887,1773,2066,2161,2232,2353
2245,McKenzie County,ND,NA,NA,NA,NA,NA,1773
2353,Custer County,MT,NA,NA,NA,NA,NA,575
2427,Barnes County,ND,NA,NA,NA,NA,NA,610
2706,Lake County,CO,NA,NA,NA,NA,NA,1900
